,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance,DupStatus,SimIdx,ClusterA,ClusterB,Accuracy,KLdist,ClusterA2,ClusterB2,AvgDist,flexibility,maxSigval.Netact,maxSigval.MARINa,minSigval.RI,idxAccuracy,idxAvgDist,idxBoth,idxFlexibility,idxTrio
0.05-32-0.7,0.05,32,0.7,51,152,92,1,0.230997038499506,22.7937254901961,FALSE,0.05-32-0.7,0.2005,0.6934,0.8939,0.226088142989442,-0.192542930395747,0.333629142802463,0.00970342055187694,0.0221854010289277,0.0539,0.0127071104798322,0.000636856831064011,222,414,636,227,863
0.1-60-0.6,0.1,60,0.6,110,440,275,1,0.171823568136932,24.9482902418682,FALSE,0.1-60-0.6,0.1446,0.7492,0.8938,0.317523793846919,-0.186122873906468,0.41846457513967,0.00759458849295492,0.0146116428875844,0.1535,0.15657789705884,0.000174533561595311,224,191,415,504,919
0.18-28-0.75,0.18,28,0.75,51,164,94,1,0.220588235294118,13.7796078431373,FALSE,0.18-28-0.75,0.2361,0.6576,0.8937,0.17876519740449,-0.188141637378882,0.281544485976691,0.00790308617644639,0.0226994152757887,0.0384,0.0264514862575436,0.000362295738952264,225,261,486,214,700
0.12-48-0.8,0.12,48,0.8,64,271,164,1,0.209753992231334,9.51364087301587,FALSE,0.12-48-0.8,0.1847,0.709,0.8937,0.249741208934607,-0.192530398399544,0.356909258527471,0.00822683757987926,0.0219261847722391,0.1118,0.0988138312974561,0.000220801774389674,226,308,534,237,771
0.12-52-0.4,0.12,52,0.4,97,394,243,1,0.176772616136919,18.1229596219931,FALSE,0.12-52-0.4,0.1583,0.7353,0.8936,0.293045696370512,-0.18942750209703,0.396930499394506,0.00733642876240204,0.015385259727088,0.1257,0.123879958040442,0.000182257366699575,227,126,353,469,822
0.07-60-0.75,0.07,60,0.75,97,402,246,1,0.177710843373494,17.4335266323024,FALSE,0.07-60-0.75,0.1466,0.7469,0.8935,0.313923171258227,-0.186683419587025,0.414883447520885,0.00750771651051278,0.0131760628767325,0.1481,0.111941181489358,0.000203411216627426,228,171,399,548,947
0.08-52-0.8,0.08,52,0.8,69,293,171,1,0.212527964205817,13.2250639386189,FALSE,0.08-52-0.8,0.1823,0.7111,0.8934,0.253560193953171,-0.192412989021501,0.360069501502247,0.00809860326819772,0.0200960763870104,0.1257,0.0885713474779914,0.000284499001936455,229,294,523,295,818
0.07-60-0.7,0.07,60,0.7,107,431,268,1,0.169824561403509,24.1662846058896,FALSE,0.07-60-0.7,0.1404,0.7529,0.8933,0.325469419425804,-0.184855220194138,0.424240326190815,0.00749707621834029,0.0142605577223554,0.1535,0.111941181489358,0.000203411216627426,230,168,398,521,919
0.16-48-0.7,0.16,48,0.7,86,341,208,1,0.17711503347535,14.5823529411765,FALSE,0.16-48-0.7,0.1652,0.728,0.8932,0.281355150465954,-0.190636050990678,0.385726162350076,0.00749263883308333,0.0166321782596743,0.1118,0.123879958040442,0.000196856314758355,231,167,398,415,813
0.16-40-0.85,0.16,40,0.85,31,123,68,1,0.30718085106383,9.63655913978495,FALSE,0.16-40-0.85,0.2182,0.6749,0.8931,0.20184150901328,-0.191081240071601,0.306476890667923,0.00876642358628646,0.031265576267051,0.0869,0.0572970059694907,0.000316202811251682,232,357,589,92,681
0.18-40-0.7,0.18,40,0.7,72,266,154,1,0.179277730008598,15.4035602503912,FALSE,0.18-40-0.7,0.1943,0.6988,0.8931,0.235402061174839,-0.192692120415998,0.34164832317388,0.0073938583649966,0.0191523539155284,0.0872,0.0843108865801963,0.000229383000044728,233,141,374,327,701
0.09-56-0.65,0.09,56,0.65,100,411,254,1,0.180014174344437,20.1876767676768,FALSE,0.09-56-0.65,0.1456,0.7475,0.8931,0.315856250363035,-0.186406580839679,0.415816972785756,0.00760332696081364,0.0173511027962205,0.1357,0.123879958040442,0.000196856314758355,234,193,427,385,812
0.1-52-0.7,0.1,52,0.7,90,373,228,1,0.183540877097997,16.2674157303371,FALSE,0.1-52-0.7,0.1585,0.7343,0.8928,0.2929135327706,-0.18946670303725,0.39539135853693,0.00768916147278497,0.016172026236095,0.1257,0.111941181489358,0.000208702136538085,235,209,444,439,883
0.08-60-0.5,0.08,60,0.5,116,459,281,1,0.166527021365731,26.7884557721139,FALSE,0.08-60-0.5,0.1421,0.7506,0.8927,0.322434675679939,-0.185383244919368,0.420647850360354,0.00742753190706275,0.0141518356122978,0.1535,0.126457649962728,0.000182437435460431,236,153,389,526,915
0.09-60-0.3,0.09,60,0.3,114,453,282,1,0.16621367342672,26.7530662940537,FALSE,0.09-60-0.3,0.1451,0.7475,0.8926,0.316902740339777,-0.186265588849623,0.415816972785756,0.00791116081343847,0.01382716295595,0.1535,0.13184159089675,0.000178864468952335,237,262,499,533,1032
0.18-52-0.3,0.18,52,0.3,101,398,242,1,0.174017257909875,20.5129702970297,FALSE,0.18-52-0.3,0.1535,0.739,0.8925,0.301759738448204,-0.188410128469079,0.402637131239065,0.00749728125252729,0.0191427102237754,0.1257,0.15657789705884,0.000156546263547388,238,169,407,328,735
0.1-36-0.75,0.1,36,0.75,62,205,116,1,0.203551046290425,16.0875198307774,FALSE,0.1-36-0.75,0.2063,0.686,0.8923,0.218374378706505,-0.192229657968049,0.322708263463833,0.00780765913447799,0.021899610550687,0.0676,0.0276536229926187,0.000341434044150293,239,238,477,240,717
0.07-52-0.8,0.07,52,0.8,71,302,178,1,0.210954848260548,11.541046277666,FALSE,0.07-52-0.8,0.1775,0.7148,0.8923,0.261465442728739,-0.192082957162637,0.365652626680655,0.00784858919740454,0.014898509172182,0.1257,0.0572970059694907,0.000284499001936455,240,244,484,487,971
0.1-60-0.65,0.1,60,0.65,109,433,270,1,0.172016825326544,25.8781005776419,FALSE,0.1-60-0.65,0.1438,0.748,0.8918,0.31950933746838,-0.185890931369146,0.416595278415899,0.00768785858928737,0.0162081791066925,0.1535,0.15657789705884,0.000174533561595311,241,207,448,436,884
0.05-36-0.2,0.05,36,0.2,66,195,113,1,0.182432432432432,26.1780885780886,FALSE,0.05-36-0.2,0.1881,0.7032,0.8913,0.245286417734114,-0.192643438454794,0.348213338012107,0.00755562233562427,0.0204387361502681,0.0676,0.0191379338697175,0.00053724075158986,242,181,423,280,703
0.08-56-0.4,0.08,56,0.4,106,431,263,1,0.172637707120466,21.0721473495058,FALSE,0.08-56-0.4,0.1408,0.7504,0.8912,0.325253589987692,-0.184981303982906,0.42033579391445,0.00702354539587946,0.0140102310475701,0.1357,0.111941181489358,0.000203411216627426,243,79,322,531,853
0.09-60-0.2,0.09,60,0.2,115,454,283,1,0.165901502504174,27.7151029748284,FALSE,0.09-60-0.2,0.1449,0.7462,0.8911,0.317668007811595,-0.186208709959442,0.413794943923763,0.0076699577015044,0.0146365511148757,0.1535,0.13184159089675,0.000178864468952335,244,203,447,500,947
0.08-60-0.35,0.08,60,0.35,118,462,283,1,0.163951330171169,28.5404896421846,FALSE,0.08-60-0.35,0.1449,0.746,0.8909,0.317722750348155,-0.186208709959442,0.413484063480185,0.00743126262909543,0.0145087638220572,0.1535,0.126457649962728,0.000182437435460431,246,156,402,510,912
0.1-60-0.45,0.1,60,0.45,111,443,276,1,0.170705322371268,24.9619164619165,FALSE,0.1-60-0.45,0.1431,0.7478,0.8909,0.321046981297298,-0.185684331574489,0.416283916044374,0.00768982422084927,0.0137360154869932,0.1535,0.15657789705884,0.000174533561595311,245,210,455,536,991
0.12-36-0.8,0.12,36,0.8,48,171,96,1,0.23717409587889,9.43040780141844,FALSE,0.12-36-0.8,0.2059,0.6838,0.8897,0.219869129898477,-0.192256551254806,0.319476870477701,0.00841992173212865,0.0223124865674815,0.0676,0.0276536229926187,0.000316202811251682,247,327,574,226,800
0.18-48-0.7,0.18,48,0.7,85,337,205,1,0.17962962962963,15.5352941176471,FALSE,0.18-48-0.7,0.1772,0.7125,0.8897,0.262770531081423,-0.192058056247018,0.362179776652859,0.00744034102755534,0.0146360138998508,0.1118,0.123879958040442,0.000178864468952335,248,159,407,501,908
0.05-32-0.65,0.05,32,0.65,53,156,96,1,0.224431818181818,23.8642960812772,FALSE,0.05-32-0.65,0.1973,0.6921,0.8894,0.23226182439554,-0.192644252912926,0.331704867698521,0.00982470808940598,0.02209811167012,0.0539,0.0127071104798322,0.000636856831064011,249,421,670,231,901
0.08-56-0.7,0.08,56,0.7,97,405,246,1,0.181034482758621,19.1826675257732,FALSE,0.08-56-0.7,0.1434,0.7457,0.8891,0.32099897298718,-0.18577329265685,0.413017843355506,0.00715177220403234,0.015831073416632,0.1292,0.111941181489358,0.000208702136538085,250,94,344,454,798
0.08-60-0.3,0.08,60,0.3,119,463,284,1,0.163647591601482,29.4972938327874,FALSE,0.08-60-0.3,0.1394,0.7497,0.8891,0.328463420678859,-0.184535017832854,0.419244016223188,0.00735053262185997,0.0122339066820483,0.1535,0.126457649962728,0.000182437435460431,251,131,382,555,937
0.05-36-0.6,0.05,36,0.6,65,194,112,1,0.184300341296928,25.2197115384615,FALSE,0.05-36-0.6,0.1944,0.694,0.8884,0.236875229013698,-0.192691267162777,0.334518092086838,0.0078520013106704,0.0208246570120117,0.0676,0.0191379338697175,0.00053724075158986,252,249,501,264,765
0.09-40-0.8,0.09,40,0.8,50,182,105,1,0.23463687150838,9.35428571428571,FALSE,0.09-40-0.8,0.195,0.6924,0.8874,0.236368205560728,-0.192685068321201,0.33214871461921,0.00893079193978299,0.0211551521617152,0.0869,0.033728913054116,0.000316202811251682,253,365,618,254,872
0.16-60-0.65,0.16,60,0.65,111,445,270,1,0.169004964385927,19.7162162162162,FALSE,0.16-60-0.65,0.1565,0.7309,0.8874,0.298009752295021,-0.189063284288031,0.390168477320333,0.00720119147533569,0.0142656768762915,0.1535,0.309660518965291,0.000137359978969532,254,100,354,520,874
0.06-60-0.75,0.06,60,0.75,93,393,245,1,0.1850699844479,16.4118747078074,FALSE,0.06-60-0.75,0.1367,0.7506,0.8873,0.334104022978625,-0.183634491923726,0.420647850360354,0.00737038884724155,0.0135546031078229,0.1481,0.091401801433132,0.000284499001936455,255,137,392,542,934
0.2-40-0.8,0.2,40,0.8,50,209,123,1,0.226168224299065,10.2228571428571,FALSE,0.2-40-0.8,0.2038,0.6834,0.8872,0.223782005994668,-0.192384956828112,0.318890104270349,0.00751781996357495,0.0250979630555744,0.0869,0.0572970059694907,0.000220801774389674,256,176,432,162,594
0.16-60-0.85,0.16,60,0.85,52,234,136,1,0.265842349304482,10.9649321266968,FALSE,0.16-60-0.85,0.2091,0.6781,0.8872,0.216394693685994,-0.192019772643864,0.311137607777427,0.00813590957803699,0.0251581072594693,0.1481,0.309660518965291,0.000141929966227499,257,299,556,161,717
0.1-60-0.75,0.1,60,0.75,95,395,242,1,0.184390243902439,17.2599104143337,FALSE,0.1-60-0.75,0.145,0.7422,0.8872,0.318627213814564,-0.186237183887294,0.407587539149427,0.00824800653834227,0.0146976207865155,0.1481,0.15657789705884,0.000174533561595311,258,311,569,496,1065
0.14-52-0.7,0.14,52,0.7,93,379,229,1,0.180750574419198,16.3024777933614,FALSE,0.14-52-0.7,0.1601,0.727,0.8871,0.2918888950656,-0.189771251998112,0.384197005848352,0.0075620187391774,0.0156177950549226,0.1257,0.13184159089675,0.000182257366699575,259,183,442,464,906
0.05-52-0.8,0.05,52,0.8,68,272,164,1,0.211842105263158,11.4409569798068,FALSE,0.05-52-0.8,0.1773,0.7097,0.887,0.263545082155533,-0.192066412943208,0.357961982646482,0.00817175506576204,0.0207403565225385,0.1257,0.0276536229926187,0.000362295738952264,260,302,562,270,832
0.09-60-0.45,0.09,60,0.45,112,450,280,1,0.168789808917197,24.9960585585586,FALSE,0.09-60-0.45,0.1429,0.744,0.8869,0.322589507804508,-0.185624674861428,0.41037821048119,0.00809390404453255,0.013069352994883,0.1535,0.13184159089675,0.000178864468952335,261,293,554,551,1105
0.08-60-0.55,0.08,60,0.55,114,454,276,1,0.168690095846645,25.8228535941624,FALSE,0.08-60-0.55,0.1396,0.7472,0.8868,0.328773039710511,-0.184599630552542,0.415350149928479,0.00730282093405944,0.014797522756057,0.1535,0.126457649962728,0.000182437435460431,263,121,384,491,875
0.08-56-0.75,0.08,56,0.75,93,393,239,1,0.187688442211055,18.1623422159888,FALSE,0.08-56-0.75,0.1493,0.7375,0.8868,0.310946972038484,-0.187396942140133,0.400321393844043,0.0075647524471889,0.0139761387374368,0.1292,0.111941181489358,0.000208702136538085,262,185,447,532,979
0.16-52-0.7,0.16,52,0.7,91,371,223,1,0.183259682869769,14.6039072039072,FALSE,0.16-52-0.7,0.1567,0.7299,0.8866,0.297926453093989,-0.189104770967724,0.388635342487751,0.00761402027917034,0.0171710822640425,0.1257,0.15657789705884,0.000178864468952335,264,195,459,388,847
0.08-36-0.85,0.08,36,0.85,38,136,76,1,0.267981438515081,10.0334281650071,FALSE,0.08-36-0.85,0.2113,0.6751,0.8864,0.213708803541235,-0.191828533727631,0.306767741721647,0.00886634044313544,0.0302114994991019,0.0676,0.0264514862575436,0.000362295738952264,265,362,627,102,729
0.14-40-0.8,0.14,40,0.8,56,222,128,1,0.215789473684211,10.3113636363636,FALSE,0.14-40-0.8,0.2072,0.6791,0.8863,0.219387452054809,-0.192166314680788,0.3125971821207,0.00845237814460295,0.0238369996079583,0.0869,0.0572970059694907,0.000284499001936455,266,331,597,194,791
0.09-56-0.2,0.09,56,0.2,104,423,262,1,0.175022789425706,21.9894510828977,FALSE,0.09-56-0.2,0.1458,0.7401,0.8859,0.317580197145112,-0.186462496535552,0.404337274059641,0.00777889570198406,0.0135149068667899,0.1357,0.123879958040442,0.000196856314758355,267,230,497,543,1040
0.07-40-0.8,0.07,40,0.8,55,199,116,1,0.21627408993576,9.58518518518519,FALSE,0.07-40-0.8,0.1836,0.7022,0.8858,0.254131231582023,-0.19248048154586,0.346718865456886,0.00893234848795161,0.0223841633487041,0.0869,0.0264514862575436,0.000362295738952264,268,366,634,220,854
0.09-56-0.6,0.09,56,0.6,101,419,259,1,0.179188054129725,19.2534653465347,FALSE,0.09-56-0.6,0.138,0.7475,0.8855,0.332197958506297,-0.184074671188183,0.415816972785756,0.00787086252032229,0.013459002434032,0.1357,0.123879958040442,0.000196856314758355,269,251,520,544,1064
0.12-60-0.85,0.12,60,0.85,57,253,148,1,0.254676258992806,12.0535714285714,FALSE,0.12-60-0.85,0.1699,0.7153,0.8852,0.276134343663956,-0.191293482705926,0.36640857419633,0.00820371758683264,0.0209656213751615,0.1481,0.245109150495321,0.000146509481060536,270,306,576,261,837
0.07-56-0.8,0.07,56,0.8,72,305,180,1,0.209226298583364,12.5027386541471,FALSE,0.07-56-0.8,0.1703,0.7148,0.8851,0.275516538815883,-0.191343379443952,0.365652626680655,0.00807454568129018,0.0144061016558246,0.1257,0.0850422872908485,0.000284499001936455,271,291,562,514,1076
0.09-60-0.65,0.09,60,0.65,109,438,273,1,0.171936758893281,24.9549779136935,FALSE,0.09-60-0.65,0.1424,0.7427,0.8851,0.324095272186752,-0.185474307587279,0.408362288194852,0.00800268731331123,0.0140736564286909,0.1535,0.13184159089675,0.000178864468952335,272,280,552,528,1080
0.16-24-0.85,0.16,24,0.85,20,67,39,1,0.394463667820069,7.42631578947368,FALSE,0.16-24-0.85,0.2457,0.6392,0.8849,0.171111171735265,-0.185999036244009,0.255526576567878,0.0107306051152894,0.0536867370568881,0.0251,0.0150266655378143,0.000529118752793779,273,435,708,46,754
0.16-60-0.4,0.16,60,0.4,112,447,270,1,0.168387096774194,20.6856499356499,FALSE,0.16-60-0.4,0.1538,0.731,0.8848,0.30361573400657,-0.188478063764376,0.390321866084192,0.00728677274678711,0.0185389513358431,0.1535,0.337953943776204,0.000137359978969532,274,117,391,341,732
0.12-52-0.85,0.12,52,0.85,48,208,120,1,0.269279393173198,10.050975177305,FALSE,0.12-52-0.85,0.161,0.7234,0.8844,0.29129392181869,-0.189935523600692,0.378703445327745,0.00835384698592622,0.0189617763565441,0.1256,0.111941181489358,0.000182257366699575,275,321,596,335,931
0.2-60-0.85,0.2,60,0.85,53,242,143,1,0.256422924901186,10.0656748911466,FALSE,0.2-60-0.85,0.2029,0.6813,0.8842,0.226283603025837,-0.192433376560017,0.315813425960529,0.00857259616517461,0.0264969193554126,0.1481,0.309660518965291,0.000114077932150609,276,346,622,140,762
0.09-56-0.45,0.09,56,0.45,102,420,260,1,0.177818939569345,20.2120947388857,FALSE,0.09-56-0.45,0.1428,0.7412,0.884,0.323725762816499,-0.185594741560849,0.40603905179502,0.00791612970669802,0.0152639631296667,0.1357,0.123879958040442,0.000196856314758355,277,266,543,475,1018
0.06-56-0.75,0.06,56,0.75,90,370,224,1,0.183244606332306,15.4661672908864,FALSE,0.06-56-0.75,0.1616,0.7218,0.8834,0.290642583038327,-0.190042241223966,0.376267608214408,0.00707769331172606,0.0153825423262782,0.1292,0.0843108865801963,0.000284499001936455,280,83,363,470,833
0.09-36-0.8,0.09,36,0.8,47,169,96,1,0.24032403240324,9.31128584643848,FALSE,0.09-36-0.8,0.197,0.6864,0.8834,0.235062660282925,-0.192651103907862,0.323296548142901,0.00913433709825595,0.0199297521079246,0.0676,0.0276536229926187,0.000362295738952264,278,383,661,303,964
0.06-60-0.8,0.06,60,0.8,73,325,197,1,0.209892613081679,11.4963850837139,FALSE,0.06-60-0.8,0.1527,0.7307,0.8834,0.306052858777839,-0.188226098109822,0.389861740839776,0.00779396689291542,0.0144803702516395,0.1481,0.091401801433132,0.000284499001936455,279,234,513,512,1025
0.18-60-0.85,0.18,60,0.85,52,239,139,1,0.261392088132198,10.038838612368,FALSE,0.18-60-0.85,0.2039,0.6791,0.883,0.225393958867174,-0.192379331197594,0.3125971821207,0.00842593934063794,0.0257914301013699,0.1481,0.309660518965291,0.000141929966227499,281,329,610,152,762
0.05-32-0.6,0.05,32,0.6,55,158,98,1,0.21565059144677,25.7946127946128,FALSE,0.05-32-0.6,0.1936,0.6893,0.8829,0.240237968919143,-0.192696650631948,0.327568574774797,0.0100808128446496,0.0236246386175539,0.0539,0.0127071104798322,0.000636856831064011,283,428,711,198,909
0.1-40-0.8,0.1,40,0.8,52,187,110,1,0.226331360946746,10.3050527903469,FALSE,0.1-40-0.8,0.1904,0.6925,0.8829,0.244977748437242,-0.192684988819646,0.332296692480593,0.00921337235586262,0.0207996205718112,0.0869,0.033728913054116,0.000316202811251682,282,391,673,266,939
0.14-60-0.75,0.14,60,0.75,98,408,244,1,0.181198589894242,15.514517147065,FALSE,0.14-60-0.75,0.1614,0.7212,0.8826,0.2912845340033,-0.190006916616908,0.375355083255926,0.00739421535365835,0.0177726030865532,0.1481,0.309660518965291,0.000146509481060536,284,142,426,365,791
0.18-40-0.8,0.18,40,0.8,51,214,126,1,0.223692122669874,11.1427450980392,FALSE,0.18-40-0.8,0.1988,0.6836,0.8824,0.232897297172632,-0.192603169383121,0.319183458117149,0.00785187090711446,0.0257932752468677,0.0869,0.0572970059694907,0.000284499001936455,285,248,533,151,684
0.06-40-0.8,0.06,40,0.8,53,185,106,1,0.218097447795824,13.1923076923077,FALSE,0.06-40-0.8,0.1923,0.6901,0.8824,0.242367880570816,-0.19269834203921,0.328749214171423,0.00860529770795626,0.0203284056148944,0.0869,0.0264514862575436,0.000368029714239091,286,350,636,285,921
0.08-56-0.85,0.08,56,0.85,54,245,146,1,0.259671179883946,10.1589797344514,FALSE,0.08-56-0.85,0.1793,0.7031,0.8824,0.262159090561755,-0.192221744606867,0.348063826730019,0.00929695522260446,0.0197642542792461,0.1256,0.111941181489358,0.000220801774389674,287,398,685,306,991
0.09-28-0.8,0.09,28,0.8,39,130,71,1,0.27877947295423,14.4547908232119,FALSE,0.09-28-0.8,0.2295,0.6528,0.8823,0.191825277421152,-0.189389156905713,0.27470697776388,0.00848768084637542,0.0280846032516394,0.0384,0.0195625049071276,0.000529118752793779,288,334,622,119,741
0.18-60-0.7,0.18,60,0.7,105,430,261,1,0.175363941769317,18.7027472527473,FALSE,0.18-60-0.7,0.1677,0.7142,0.8819,0.281013891943954,-0.191002157364722,0.364745951351019,0.00759173197836463,0.0159010358468134,0.1535,0.309660518965291,0.00013654621166029,289,190,479,448,927
0.09-52-0.75,0.09,52,0.75,88,369,223,1,0.188494833845295,16.2268808777429,FALSE,0.09-52-0.75,0.1549,0.7269,0.8818,0.302782973999616,-0.188722161991647,0.384044165820353,0.00789797217216643,0.0158933947712827,0.1257,0.111941181489358,0.000220801774389674,290,259,549,449,998
0.06-56-0.8,0.06,56,0.8,69,303,179,1,0.211915804495184,10.5311167945439,FALSE,0.06-56-0.8,0.1652,0.7162,0.8814,0.285359413652368,-0.190636050990678,0.367770160309884,0.00783789476127783,0.0205208365813636,0.1292,0.0572970059694907,0.000284499001936455,291,243,534,278,812
0.2-24-0.75,0.2,24,0.75,39,122,71,1,0.264352469959947,15.1788124156545,FALSE,0.2-24-0.75,0.2315,0.6496,0.8811,0.189936753767048,-0.189030917682879,0.270168230916047,0.00934757785496365,0.0279502452845043,0.0251,0.0150266655378143,0.000380318688013639,292,402,694,123,817
0.16-44-0.8,0.16,44,0.8,60,255,154,1,0.22329627839536,10.4186440677966,FALSE,0.16-44-0.8,0.1809,0.7001,0.881,0.260246163271036,-0.192329935247541,0.343585110948092,0.00799530024754272,0.0234992003087864,0.1,0.091401801433132,0.000220801774389674,293,278,571,201,772
0.2-60-0.35,0.2,60,0.35,115,457,277,1,0.164105716041795,22.6289092295957,FALSE,0.2-60-0.35,0.1645,0.7165,0.881,0.286688475351302,-0.190526785963598,0.368224273744415,0.00744907012498229,0.0183334776243676,0.1535,0.337953943776204,0.000108830468010684,294,162,456,348,804
0.18-24-0,0.18,24,0,49,141,82,1,0.228013029315961,19.6122448979592,FALSE,0.18-24-0,0.2219,0.659,0.8809,0.202137794077901,-0.190590194945903,0.283545370383091,0.009399537474265,0.0282970802405267,0.0269,0.0195625049071276,0.000529118752793779,295,406,701,116,817
0.18-60-0,0.18,60,0,115,452,276,1,0.165448088573219,23.6160945842868,FALSE,0.18-60-0,0.1568,0.7239,0.8807,0.299906084570596,-0.189125418562874,0.379465370533543,0.00736488381838287,0.0151061196048152,0.1535,0.337953943776204,0.00013654621166029,296,136,432,479,911
0.16-36-0.65,0.16,36,0.65,69,231,137,1,0.177083333333333,17.3209718670077,FALSE,0.16-36-0.65,0.2199,0.6607,0.8806,0.20487367685391,-0.190863352107552,0.285979013613307,0.00774677633358387,0.019964108789901,0.0676,0.0556721132650875,0.000316202811251682,297,220,517,301,818
0.14-52-0.25,0.14,52,0.25,99,391,238,1,0.174358974358974,19.2121212121212,FALSE,0.14-52-0.25,0.1547,0.7253,0.88,0.30383330265524,-0.188678363147157,0.381600597619596,0.00754996031692637,0.0149419332948487,0.1257,0.13184159089675,0.000182257366699575,298,177,475,485,960
0.09-60-0.6,0.09,60,0.6,110,446,278,1,0.17126112437595,24.0190158465388,FALSE,0.09-60-0.6,0.138,0.742,0.88,0.334114130827372,-0.184074671188183,0.407277733832756,0.00796132480452973,0.0136590606363043,0.1535,0.13184159089675,0.000178864468952335,299,274,573,540,1113
0.06-52-0.8,0.06,52,0.8,64,269,161,1,0.219543147208122,9.55059523809524,FALSE,0.06-52-0.8,0.177,0.7028,0.8798,0.266870291242936,-0.192041173522536,0.347615378228217,0.00819776072664618,0.0193852821655558,0.1257,0.0556721132650875,0.000316202811251682,300,304,604,318,922
0.06-28-0.65,0.06,28,0.65,50,156,93,1,0.235181644359465,21.2538775510204,FALSE,0.06-28-0.65,0.2095,0.6701,0.8796,0.219209007503034,-0.19198671649858,0.299514286331047,0.0090983206898747,0.0238728961422637,0.0384,0.0127071104798322,0.000557892824734973,301,382,683,191,874
0.09-56-0.7,0.09,56,0.7,96,402,248,1,0.183450618781849,19.1722587719298,FALSE,0.09-56-0.7,0.1441,0.7355,0.8796,0.322941498441975,-0.185978430052537,0.397238490823944,0.00778955839068907,0.0158831880554784,0.1292,0.123879958040442,0.000196856314758355,302,232,534,450,984
0.12-52-0.75,0.12,52,0.75,88,372,227,1,0.189710610932476,14.3271943573668,FALSE,0.12-52-0.75,0.1543,0.7252,0.8795,0.304732240147357,-0.188589989428354,0.381447991719235,0.00755072832983809,0.0152659877227986,0.1257,0.123879958040442,0.000182257366699575,303,179,482,474,956
0.16-52-0.75,0.16,52,0.75,88,361,217,1,0.18940433708482,12.6584378265413,FALSE,0.16-52-0.75,0.1516,0.7278,0.8794,0.309521133776464,-0.18796620835268,0.385420221099199,0.00772914427886415,0.0152221991311161,0.1257,0.15657789705884,0.000178864468952335,304,214,518,476,994
0.16-24-0.75,0.16,24,0.75,41,126,72,1,0.262059973924381,14.2310975609756,FALSE,0.16-24-0.75,0.2273,0.6518,0.8791,0.196170115288729,-0.189763083201039,0.273286930701598,0.00981750705569584,0.0310908214535377,0.0251,0.0150266655378143,0.000529118752793779,305,420,725,94,819
0.12-56-0.85,0.12,56,0.85,52,228,132,1,0.257668711656442,11.0614630467572,FALSE,0.12-56-0.85,0.1526,0.7257,0.8783,0.308202652525496,-0.188202800068547,0.382211159076022,0.00843838556922261,0.0194516979125414,0.1292,0.15657789705884,0.000172552340771301,306,330,636,315,951
0.14-52-0.65,0.14,52,0.65,98,390,237,1,0.175862068965517,18.2552072375342,FALSE,0.14-52-0.65,0.1494,0.7288,0.8782,0.313916218161615,-0.18742242569894,0.386950476653274,0.00762399502963792,0.0157656864690594,0.1257,0.13184159089675,0.000182257366699575,307,197,504,460,964
0.16-36-0,0.16,36,0,70,232,138,1,0.174572127139364,18.2875776397516,FALSE,0.16-36-0,0.2178,0.6602,0.878,0.208908355653023,-0.191130586794981,0.28526278162411,0.00797080358498941,0.0198032994586805,0.0676,0.0556721132650875,0.000316202811251682,308,275,583,305,888
0.2-52-0.75,0.2,52,0.75,87,367,222,1,0.189986468200271,14.5541299117883,FALSE,0.2-52-0.75,0.155,0.723,0.878,0.304126350244179,-0.188743964556365,0.37809415397665,0.00764639052388059,0.0159114483923107,0.1257,0.15657789705884,0.000143779367750165,309,199,508,446,954
0.2-60-0.1,0.2,60,0.1,116,458,278,1,0.163837185518511,23.6082458770615,FALSE,0.2-60-0.1,0.1621,0.7156,0.8777,0.292091605828953,-0.190129470489635,0.36686231048316,0.00742169317276225,0.0140744524981264,0.1535,0.337953943776204,0.000108830468010684,310,151,461,527,988
0.2-60-0.75,0.2,60,0.75,100,421,256,1,0.178554886521538,15.7292929292929,FALSE,0.2-60-0.75,0.1592,0.7183,0.8775,0.297097247423939,-0.189601921030971,0.370951590335966,0.00733457993640137,0.0171328313171933,0.1535,0.309660518965291,0.000114077932150609,312,125,437,392,829
0.2-48-0.7,0.2,48,0.7,85,343,211,1,0.178343949044586,16.4724089635854,FALSE,0.2-48-0.7,0.1657,0.7118,0.8775,0.286159592277841,-0.190712280720791,0.361124294879689,0.00750714658467873,0.0164683866704812,0.1118,0.123879958040442,0.000172552340771301,311,170,481,425,906
0.16-4-0.85,0.16,4,0.85,4,12,6,1,0.75,1.25,FALSE,0.16-4-0.85,0.3082,0.5691,0.8773,0.114069897140042,-0.163462866718924,0.16139604692575,0.0322532881909341,0.232846427651973,0.004,0.00115180611786962,0.00453563881578793,313,532,845,2,847
0.2-24-0.7,0.2,24,0.7,40,125,73,1,0.254681647940075,16.1166666666667,FALSE,0.2-24-0.7,0.232,0.6449,0.8769,0.191507867594192,-0.18893865223466,0.26353054780206,0.009272502784784,0.030386132654508,0.0251,0.0150266655378143,0.000380318688013639,314,397,711,100,811
