,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance,DupStatus,SimIdx,ClusterA,ClusterB,Accuracy,KLdist,ClusterA2,ClusterB2,AvgDist,flexibility,maxSigval.Netact,maxSigval.MARINa,minSigval.RI,idxAccuracy,idxAvgDist,idxBoth,idxFlexibility,idxTrio
0.06-56-0.85,0.06,56,0.85,45,200,110,1,0.284499672988882,9.08737373737374,FALSE,0.06-56-0.85,0.2272,0.695,0.9222,0.184413939578134,-0.189779575462132,0.336000826744052,0.00627474717329217,0.0250911816944395,0.1292,0.0572970059694907,0.000285466116040691,77,6,83,163,246
0.06-36-0.25,0.06,36,0.25,66,204,116,1,0.18860510805501,22.4764568764569,FALSE,0.06-36-0.25,0.2105,0.7116,0.9221,0.207263960437503,-0.191900738026744,0.360822855069205,0.00801423351259395,0.0209799116259116,0.0676,0.0232355221300251,0.000411611379878998,78,283,361,260,621
0.05-48-0.55,0.05,48,0.55,87,285,172,1,0.166939443535188,25.1607858861267,FALSE,0.05-48-0.55,0.2003,0.7217,0.922,0.222055845099624,-0.192550767838478,0.376115486074493,0.00706280235756366,0.0181528749842956,0.1118,0.0285977388220833,0.000368029714239091,79,82,161,351,512
0.07-36-0.75,0.07,36,0.75,60,197,108,1,0.201716738197425,15.8988700564972,FALSE,0.07-36-0.75,0.2127,0.709,0.9217,0.204154109524874,-0.191694894846685,0.356909258527471,0.00762682336528418,0.0231949261816894,0.0676,0.0250553139768422,0.000368029714239091,80,198,278,204,482
0.05-56-0.55,0.05,56,0.55,102,358,220,1,0.167904054825814,23.5650359153562,FALSE,0.05-56-0.55,0.1659,0.7553,0.9212,0.276944133692287,-0.190742349907188,0.427996487337791,0.00644791306416144,0.0176090823830756,0.1292,0.0417359333423802,0.000316202811251682,81,19,100,373,473
0.06-44-0.7,0.06,44,0.7,80,278,165,1,0.189647857445906,17.539082278481,FALSE,0.06-44-0.7,0.1801,0.741,0.9211,0.253292327144033,-0.192277616723719,0.405729516165555,0.00719856439407416,0.0164708892567726,0.1008,0.0287463778034046,0.000341434044150293,82,99,181,424,605
0.07-40-0,0.07,40,0,76,248,148,1,0.181188118811881,19.4189473684211,FALSE,0.07-40-0,0.1907,0.7302,0.9209,0.236548456921923,-0.192688352896651,0.389095139167546,0.00724229576999764,0.0193026620391881,0.0872,0.0264514862575436,0.000345293524220398,83,109,192,323,515
0.12-28-0.7,0.12,28,0.7,53,167,92,1,0.218321917808219,18.2728592162554,FALSE,0.12-28-0.7,0.2356,0.6852,0.9208,0.173582204556065,-0.188242671233086,0.321532393950268,0.00793007140045011,0.0256596294540562,0.0384,0.0250553139768422,0.000380318688013639,84,269,353,154,507
0.07-52-0.6,0.07,52,0.6,98,374,224,1,0.176184032476319,21.5140963601936,FALSE,0.07-52-0.6,0.1777,0.7431,0.9208,0.257175535610025,-0.192099276029904,0.408982329801045,0.0061688651622432,0.0159311106337688,0.1257,0.0572970059694907,0.000284499001936455,85,3,88,445,533
0.09-40-0.65,0.09,40,0.65,73,241,144,1,0.189969604863222,20.0454718417047,FALSE,0.09-40-0.65,0.1997,0.7208,0.9205,0.222919601750532,-0.192573081164972,0.37474701057358,0.00779976656781189,0.0196765674810802,0.0872,0.033728913054116,0.000316202811251682,86,235,321,309,630
0.07-56-0.4,0.07,56,0.4,105,403,240,1,0.168489065606362,21.4299450549451,FALSE,0.07-56-0.4,0.1772,0.7432,0.9204,0.257976305229645,-0.192058056247018,0.40913737384997,0.00637949252168925,0.0168593931958498,0.1357,0.0850422872908485,0.000229383000044728,87,13,100,405,505
0.05-52-0,0.05,52,0,97,338,208,1,0.172360248447205,25.4236469072165,FALSE,0.05-52-0,0.1737,0.7462,0.9199,0.263720600081591,-0.191729789168701,0.413794943923763,0.00671427896448979,0.0161584119529685,0.1257,0.0333049832035129,0.000341434044150293,90,37,127,440,567
0.08-48-0.85,0.08,48,0.85,46,194,111,1,0.260869565217391,10.0632850241546,FALSE,0.08-48-0.85,0.2321,0.6878,0.9199,0.178092754859802,-0.188920069760271,0.325357379293543,0.00777915910288998,0.0211422239409274,0.1118,0.0572970059694907,0.000316202811251682,88,231,319,255,574
0.06-44-0.65,0.06,44,0.65,84,284,170,1,0.185185185185185,20.486230636833,FALSE,0.06-44-0.65,0.1827,0.7372,0.9199,0.249079317316931,-0.19243474027798,0.399858612268382,0.00709245172804455,0.0165331052673139,0.1008,0.0287463778034046,0.000341434044150293,89,88,177,418,595
0.2-28-0.4,0.2,28,0.4,57,177,103,1,0.198365527488856,15.2941729323308,FALSE,0.2-28-0.4,0.2269,0.6929,0.9198,0.184867472250077,-0.189828788083355,0.332888748309609,0.00805351969907536,0.0209924175124063,0.0384,0.0264514862575436,0.000341434044150293,91,287,378,259,637
0.05-52-0.6,0.05,52,0.6,94,335,206,1,0.175577348940209,22.484214138641,FALSE,0.05-52-0.6,0.1667,0.7531,0.9198,0.275500341315025,-0.190860218460866,0.424553047752068,0.00708025294694183,0.0154028252756802,0.1257,0.0333049832035129,0.000341434044150293,92,84,176,468,644
0.06-44-0.75,0.06,44,0.75,76,268,160,1,0.197588126159555,14.6229824561404,FALSE,0.06-44-0.75,0.1778,0.7419,0.9197,0.256975203762814,-0.19210735103576,0.407122851389146,0.00728641015505019,0.0165656438786047,0.1008,0.0285977388220833,0.000341434044150293,93,116,209,417,626
0.07-44-0.85,0.07,44,0.85,39,145,78,1,0.268370607028754,10.8211875843455,FALSE,0.07-44-0.85,0.2392,0.6803,0.9195,0.169123394914848,-0.187491679601761,0.314350614891762,0.00699540042926231,0.0298421115194556,0.0955,0.0276536229926187,0.000316202811251682,94,73,167,106,273
0.16-40-0.65,0.16,40,0.65,78,280,164,1,0.170441001191895,17.4149184149184,FALSE,0.16-40-0.65,0.2061,0.7129,0.919,0.213568537644771,-0.192243201651714,0.362783217909974,0.00689790810023495,0.0199585112803129,0.0872,0.0843108865801963,0.00024362600954037,95,60,155,302,457
0.06-48-0.75,0.06,48,0.75,79,276,165,1,0.189153439153439,14.6741317753976,FALSE,0.06-48-0.75,0.1831,0.7357,0.9188,0.2484259322168,-0.192455615781159,0.397546536638155,0.00709817902834098,0.0167444010154057,0.1118,0.033728913054116,0.000316202811251682,96,89,185,411,596
0.14-48-0.65,0.14,48,0.65,93,358,220,1,0.169745958429561,17.3017765310893,FALSE,0.14-48-0.65,0.1757,0.7429,0.9186,0.260388360136446,-0.191925915884411,0.408672282076424,0.00731098696451956,0.0201954286029172,0.1118,0.111941181489358,0.000208702136538085,97,124,221,290,511
0.05-56-0.65,0.05,56,0.65,98,353,215,1,0.173848439821694,20.6348621922996,FALSE,0.05-56-0.65,0.1691,0.7492,0.9183,0.271377102147686,-0.191190861813596,0.41846457513967,0.00650095576496478,0.0175690429430878,0.1292,0.0417359333423802,0.000316202811251682,98,22,120,374,494
0.06-60-0.85,0.06,60,0.85,52,227,133,1,0.268147345612134,10.1749622926094,FALSE,0.06-60-0.85,0.1927,0.7254,0.9181,0.233466060064317,-0.192698754895304,0.381753217307356,0.00739228957598507,0.0203135131572238,0.1481,0.091401801433132,0.000285466116040691,99,140,239,286,525
0.05-52-0.55,0.05,52,0.55,95,336,207,1,0.174748110831234,23.4650615901456,FALSE,0.05-52-0.55,0.1756,0.7422,0.9178,0.260545713017942,-0.191916652409526,0.407587539149427,0.00668780927695795,0.0168975550551978,0.1257,0.0333049832035129,0.000341434044150293,100,35,135,403,538
0.1-48-0.7,0.1,48,0.7,86,327,194,1,0.177991382167716,17.2366621067031,FALSE,0.1-48-0.7,0.1963,0.7213,0.9176,0.228026078270214,-0.192665311707668,0.375507136095769,0.0071803715381358,0.0197079256304218,0.1118,0.0850422872908485,0.000229383000044728,101,97,198,308,506
0.05-32-0.2,0.05,32,0.2,56,159,99,1,0.212938005390836,26.7720779220779,FALSE,0.05-32-0.2,0.2077,0.7098,0.9175,0.211322144295382,-0.192129433685451,0.358112428184075,0.00942659322597399,0.0238687705977078,0.0539,0.0128130170774555,0.000636856831064011,102,407,509,193,702
0.07-56-0,0.07,56,0,106,404,241,1,0.167077378018728,22.3968553459119,FALSE,0.07-56-0,0.1746,0.7428,0.9174,0.262190565152139,-0.191820880175766,0.408517278404351,0.0065046578141327,0.0184071100281873,0.1357,0.0850422872908485,0.000229383000044728,104,23,127,343,470
0.05-40-0.55,0.05,40,0.55,74,232,138,1,0.178590933915893,25.5092558311736,FALSE,0.05-40-0.55,0.2038,0.7136,0.9174,0.216948990177373,-0.192384956828112,0.36383978008193,0.00755070233909921,0.0189554812492572,0.0872,0.0232355221300251,0.000529118752793779,103,178,281,336,617
0.05-44-0.6,0.05,44,0.6,81,264,159,1,0.174320524835989,24.041975308642,FALSE,0.05-44-0.6,0.1926,0.7246,0.9172,0.233638480596023,-0.192698729589883,0.380532645958935,0.00736294236757766,0.0176458191070793,0.1008,0.0264514862575436,0.000411611379878998,105,135,240,372,612
0.06-40-0.65,0.06,40,0.65,71,233,137,1,0.188318777292576,20.3148893360161,FALSE,0.06-40-0.65,0.1906,0.7265,0.9171,0.236705603396224,-0.192687284012729,0.383432943297791,0.00766103427518289,0.0200671305007457,0.0872,0.0264514862575436,0.000368029714239091,106,201,307,296,603
0.16-28-0.85,0.16,28,0.85,22,75,42,1,0.366847826086957,8.3961038961039,FALSE,0.16-28-0.85,0.2595,0.6574,0.9169,0.145264572852883,-0.182265381271571,0.281258888508371,0.00933569730510756,0.0485613499884484,0.0307,0.0150266655378143,0.000529118752793779,107,401,508,48,556
0.12-48-0.65,0.12,48,0.65,92,350,215,1,0.168580060422961,17.3054228380315,FALSE,0.12-48-0.65,0.1712,0.7449,0.9161,0.267843318120245,-0.191452215339825,0.411775179871278,0.0072460442891693,0.0163098314345126,0.1118,0.0988138312974561,0.000208702136538085,108,110,218,432,650
0.12-24-0.65,0.12,24,0.65,47,139,80,1,0.230263157894737,18.3209990749306,FALSE,0.12-24-0.65,0.2192,0.6966,0.9158,0.19541233314813,-0.190954668129123,0.338376194142132,0.00835964915576156,0.0294237255274127,0.0269,0.0150266655378143,0.000529118752793779,109,323,432,110,542
0.09-48-0.75,0.09,48,0.75,81,317,186,1,0.185794261721484,16.1865740740741,FALSE,0.09-48-0.75,0.2062,0.7095,0.9157,0.213572542488527,-0.192236454058185,0.357661133844664,0.00718787526744997,0.0191104977128523,0.1118,0.0850422872908485,0.000284499001936455,110,98,208,330,538
0.09-28-0.75,0.09,28,0.75,50,159,86,1,0.242540904716073,15.9689795918367,FALSE,0.09-28-0.75,0.2454,0.6702,0.9156,0.161892279669974,-0.186071747968879,0.299658990745887,0.0071797051685198,0.0265080235065282,0.0384,0.0195625049071276,0.000529118752793779,111,96,207,139,346
0.1-48-0.65,0.1,48,0.65,93,341,204,1,0.170808430324001,21.1085787751286,FALSE,0.1-48-0.65,0.1932,0.7222,0.9154,0.232797872334076,-0.192698103548238,0.376876235297412,0.0069398041858743,0.02006107272871,0.1118,0.0850422872908485,0.000229383000044728,112,64,176,297,473
0.06-40-0.55,0.06,40,0.55,72,234,138,1,0.18578352180937,21.2826682316119,FALSE,0.06-40-0.55,0.1924,0.7228,0.9152,0.234025985182703,-0.192698523188822,0.377789591281006,0.00765803106158463,0.0173882755669174,0.0872,0.0264514862575436,0.000368029714239091,113,200,313,382,695
0.09-36-0.7,0.09,36,0.7,64,212,120,1,0.196897374701671,17.0416666666667,FALSE,0.09-36-0.7,0.2055,0.7095,0.915,0.214629031674527,-0.192282667464823,0.357661133844664,0.00757118171127912,0.0260726646688292,0.0676,0.0276536229926187,0.000345293524220398,114,188,302,149,451
0.06-36-0.65,0.06,36,0.65,63,201,113,1,0.195121951219512,19.6310803891449,FALSE,0.06-36-0.65,0.2078,0.7068,0.9146,0.211366558893919,-0.192121912954449,0.35360519948401,0.0077643790757001,0.02397125083876,0.0676,0.0232355221300251,0.000411611379878998,115,224,339,190,529
0.09-28-0.7,0.09,28,0.7,51,162,88,1,0.235186873290793,16.921568627451,FALSE,0.09-28-0.7,0.2486,0.6654,0.914,0.158288556289382,-0.185277337636146,0.292730050795975,0.00721534100105997,0.0273648114271117,0.0384,0.0195625049071276,0.000529118752793779,116,105,221,130,351
0.09-36-0.65,0.09,36,0.65,66,217,125,1,0.193325661680092,17.0997668997669,FALSE,0.09-36-0.65,0.2081,0.7059,0.914,0.210992292457531,-0.192099062114825,0.352255511442803,0.00743047566492565,0.0202374614611436,0.0676,0.0276536229926187,0.000345293524220398,117,154,271,288,559
0.16-44-0.75,0.16,44,0.75,78,308,183,1,0.188040345821326,12.5780885780886,FALSE,0.16-44-0.75,0.1853,0.7286,0.9139,0.245084466368853,-0.192554862035897,0.386644315712686,0.00686459189129692,0.0167800862130715,0.1008,0.0988138312974561,0.000220801774389674,118,56,174,410,584
0.12-44-0.65,0.12,44,0.65,88,326,193,1,0.170056685561854,17.2667189132706,FALSE,0.12-44-0.65,0.1948,0.719,0.9138,0.230480390619381,-0.192687340010917,0.372013432231675,0.00698730050624169,0.0212195702661614,0.1008,0.0843108865801963,0.000229383000044728,119,71,190,252,442
0.2-44-0.7,0.2,44,0.7,80,313,188,1,0.182814104758644,15.4599683544304,FALSE,0.2-44-0.7,0.1868,0.7266,0.9134,0.242770793174042,-0.192607535087406,0.383585728286229,0.00703495514022335,0.0195111459501116,0.1008,0.0988138312974561,0.000182257366699575,122,81,203,310,513
0.08-52-0.85,0.08,52,0.85,48,213,121,1,0.270142180094787,10.0500886524823,FALSE,0.08-52-0.85,0.2116,0.7018,0.9134,0.206113399425508,-0.191800675617834,0.346121475068124,0.0078500118815827,0.0216375580177016,0.1256,0.0885713474779914,0.000316202811251682,120,245,365,243,608
0.09-40-0.75,0.09,40,0.75,66,224,130,1,0.204313280363224,16.1191142191142,FALSE,0.09-40-0.75,0.1986,0.7148,0.9134,0.224835923674095,-0.192609302981778,0.365652626680655,0.00776173131644753,0.0193252649365778,0.0872,0.033728913054116,0.000316202811251682,121,222,343,322,665
0.07-40-0.85,0.07,40,0.85,35,121,64,1,0.271621621621622,11.6647058823529,FALSE,0.07-40-0.85,0.2286,0.6845,0.9131,0.183232126075035,-0.189544687312391,0.320504274288429,0.0080743146738005,0.0308978746971515,0.0815,0.0150266655378143,0.000362295738952264,123,290,413,96,509
0.18-40-0.65,0.18,40,0.65,79,281,164,1,0.16877971473851,17.440441415125,FALSE,0.18-40-0.65,0.2031,0.71,0.9131,0.218262939626593,-0.192422960995108,0.358413361522704,0.00701830041968221,0.0188320446690215,0.0872,0.0843108865801963,0.000229383000044728,124,77,201,337,538
0.16-44-0.7,0.16,44,0.7,83,323,194,1,0.179461615154536,14.5592124595945,FALSE,0.16-44-0.7,0.182,0.7307,0.9127,0.250379709493895,-0.192396099710413,0.389861740839776,0.00701719757003855,0.0171334660966836,0.1008,0.0988138312974561,0.000220801774389674,125,76,201,391,592
0.06-36-0.75,0.06,36,0.75,59,193,106,1,0.209145427286357,16.7700175336061,FALSE,0.06-36-0.75,0.2171,0.6951,0.9122,0.198652560604196,-0.191215175070223,0.336149179380648,0.00751241839547489,0.0215496735785821,0.0676,0.0232355221300251,0.000411611379878998,126,173,299,245,544
0.07-60-0.65,0.07,60,0.65,111,440,272,1,0.167624741319844,25.1969696969697,FALSE,0.07-60-0.65,0.1391,0.7729,0.912,0.325376733328833,-0.184437560604261,0.455773144289779,0.00712977173948775,0.0150647299218779,0.1535,0.111941181489358,0.000203411216627426,127,92,219,482,701
0.2-40-0.7,0.2,40,0.7,71,263,153,1,0.182016586643387,15.39476861167,FALSE,0.2-40-0.7,0.1966,0.7148,0.9114,0.228004751742236,-0.192659527787234,0.365652626680655,0.00720607414228049,0.0201494556468722,0.0872,0.0843108865801963,0.000208702136538085,128,102,230,293,523
0.09-28-0.85,0.09,28,0.85,28,99,51,1,0.319391634980989,9.58730158730159,FALSE,0.09-28-0.85,0.2325,0.6787,0.9112,0.178503924574061,-0.188845309199399,0.312013175557401,0.00862858153023173,0.0312203073909171,0.0307,0.0150266655378143,0.000529118752793779,129,352,481,93,574
0.2-40-0.75,0.2,40,0.75,68,256,149,1,0.187845303867403,13.4405179982441,FALSE,0.2-40-0.75,0.2046,0.7061,0.9107,0.216365803243021,-0.192338579906394,0.352555343005914,0.0067289823880764,0.020759862136126,0.0872,0.0843108865801963,0.000208702136538085,130,38,168,267,435
0.1-48-0.75,0.1,48,0.75,83,318,187,1,0.18397212543554,16.2449309432853,FALSE,0.1-48-0.75,0.1912,0.7195,0.9107,0.236228436867339,-0.192692911289687,0.372772308013526,0.0074045167098037,0.0210317923092774,0.1118,0.0850422872908485,0.000229383000044728,131,145,276,258,534
0.16-28-0.75,0.16,28,0.75,49,154,85,1,0.228789323164919,16.5518707482993,FALSE,0.16-28-0.75,0.2456,0.665,0.9106,0.162442857441053,-0.186023314207774,0.292154198670512,0.00782942773000446,0.0264525682692309,0.0384,0.0264514862575436,0.000380318688013639,132,241,373,143,516
0.07-48-0.8,0.07,48,0.8,65,238,141,1,0.20650406504065,11.5915865384615,FALSE,0.07-48-0.8,0.1832,0.7274,0.9106,0.248659778426448,-0.192460698044884,0.384808503493017,0.00862538041051925,0.0169916870001297,0.1118,0.0399285227251932,0.000285466116040691,133,351,484,400,884
0.08-48-0.8,0.08,48,0.8,67,269,157,1,0.201758241758242,12.3165988240615,FALSE,0.08-48-0.8,0.1947,0.7156,0.9103,0.230975353740473,-0.192688398866888,0.36686231048316,0.00792593486242564,0.0208757160492511,0.1118,0.0572970059694907,0.000284499001936455,134,268,402,262,664
0.06-60-0.65,0.06,60,0.65,109,433,269,1,0.172262097707803,26.1227488956847,FALSE,0.06-60-0.65,0.1406,0.7695,0.9101,0.322585588112933,-0.184918404336081,0.450375679939338,0.00690248038598524,0.0137762477363406,0.1535,0.091401801433132,0.00024362600954037,135,61,196,535,731
0.1-52-0.65,0.1,52,0.65,97,387,238,1,0.176972833117723,20.1403565292096,FALSE,0.1-52-0.65,0.1642,0.7458,0.91,0.279986104294587,-0.190479046977764,0.413173236655911,0.00728904769038511,0.0176841727084304,0.1257,0.111941181489358,0.000208702136538085,136,119,255,370,625
0.06-32-0.8,0.06,32,0.8,41,139,76,1,0.268551236749117,14.5493902439024,FALSE,0.06-32-0.8,0.2309,0.679,0.9099,0.18076657569258,-0.189140210528153,0.312451158386395,0.00728931383752002,0.0254091160691247,0.0539,0.0150266655378143,0.000529118752793779,137,120,257,159,416
0.18-48-0,0.18,48,0,94,354,217,1,0.168472063854048,19.5054907343857,FALSE,0.18-48-0,0.1669,0.7425,0.9094,0.275439119457347,-0.190889084997673,0.408052348170827,0.00699620998324843,0.0157232152446535,0.1118,0.123879958040442,0.000178864468952335,138,74,212,462,674
0.18-44-0.65,0.18,44,0.65,88,331,200,1,0.173704414587332,17.5231191222571,FALSE,0.18-44-0.65,0.1869,0.7224,0.9093,0.243010248230371,-0.192610617284412,0.377180631926065,0.00668476186292107,0.0208223851486943,0.1008,0.0988138312974561,0.000196856314758355,140,34,174,265,439
0.18-48-0.65,0.18,48,0.65,92,352,215,1,0.170464378425151,17.5561395126613,FALSE,0.18-48-0.65,0.1787,0.7306,0.9093,0.255971127774492,-0.192177498941047,0.389708393126821,0.00696991789351757,0.017385386344466,0.1118,0.123879958040442,0.000178864468952335,141,69,210,383,593
0.2-32-0,0.2,32,0,62,192,114,1,0.189799870884442,18.2033315705976,FALSE,0.2-32-0,0.207,0.7023,0.9093,0.213127752846373,-0.192180729403885,0.34686824866154,0.00823703468746738,0.0233428804567715,0.0539,0.0276536229926187,0.000284499001936455,139,309,448,202,650
0.08-44-0.85,0.08,44,0.85,42,161,91,1,0.265927977839335,9.13008130081301,FALSE,0.08-44-0.85,0.2192,0.6899,0.9091,0.196268618044358,-0.190954668129123,0.328453967336324,0.00773513678867645,0.024724288257351,0.0955,0.0276536229926187,0.000316202811251682,142,216,358,174,532
0.05-56-0.6,0.05,56,0.6,101,357,219,1,0.168626326355033,22.5840594059406,FALSE,0.05-56-0.6,0.1693,0.7398,0.9091,0.271425884180911,-0.191216871158617,0.40387343650237,0.00656250472091531,0.0149398029696655,0.1292,0.0417359333423802,0.000316202811251682,143,25,168,486,654
0.06-60-0.55,0.06,60,0.55,110,435,271,1,0.170742857142857,26.1316096747289,FALSE,0.06-60-0.55,0.1488,0.7603,0.9091,0.307347088746512,-0.187268518758724,0.43584628866808,0.00682596320157368,0.0143871219076898,0.1535,0.091401801433132,0.00024362600954037,144,48,192,516,708
0.06-52-0.85,0.06,52,0.85,42,180,102,1,0.294072948328267,8.1068524970964,FALSE,0.06-52-0.85,0.1994,0.7096,0.909,0.224162015585888,-0.192583562151952,0.35781155119935,0.00733825077811889,0.0229923348439289,0.1256,0.0556721132650875,0.000316202811251682,145,128,273,206,479
0.06-60-0.3,0.06,60,0.3,113,443,277,1,0.16644385026738,28.0962389380531,FALSE,0.06-60-0.3,0.1432,0.7658,0.909,0.317739011992995,-0.185714055084773,0.444519040539278,0.00676061261473568,0.0157944621004227,0.1535,0.091401801433132,0.00024362600954037,146,42,188,458,646
0.07-60-0,0.07,60,0,114,446,276,1,0.163247100802855,26.195699425555,FALSE,0.07-60-0,0.1466,0.7624,0.909,0.311403630038699,-0.186683419587025,0.439153023087233,0.00708918215487535,0.01520795317241,0.1535,0.111941181489358,0.000203411216627426,147,85,232,477,709
0.07-60-0.6,0.07,60,0.6,112,442,274,1,0.166174801362089,25.2050353925354,FALSE,0.07-60-0.6,0.1412,0.7677,0.9089,0.321516869206965,-0.18510625140651,0.447524276483519,0.00721892376893512,0.0133397206013364,0.1535,0.111941181489358,0.000203411216627426,148,106,254,546,800
0.06-60-0.5,0.06,60,0.5,111,439,275,1,0.169464609800363,27.1040131040131,FALSE,0.06-60-0.5,0.1442,0.7645,0.9087,0.315886892956368,-0.186007457423539,0.442465541878863,0.0068966609955347,0.0145699587386054,0.1535,0.091401801433132,0.00024362600954037,149,59,208,508,716
0.16-32-0.4,0.16,32,0.4,63,190,111,1,0.194187582562748,18.9511008704557,FALSE,0.16-32-0.4,0.218,0.6903,0.9083,0.198028564427654,-0.191106005176423,0.329044518969137,0.00828978824812526,0.0210415047239375,0.0539,0.0285977388220833,0.000345691799774348,150,314,464,257,721
0.18-40-0,0.18,40,0,80,282,165,1,0.166797180892717,18.4096518987342,FALSE,0.18-40-0,0.2002,0.7079,0.9081,0.223123089166941,-0.192554611684628,0.35525637436491,0.00720776036442923,0.0214651520276063,0.0872,0.0843108865801963,0.000229383000044728,151,104,255,248,503
0.2-28-0.7,0.2,28,0.7,50,163,94,1,0.215179316096747,14.1391836734694,FALSE,0.2-28-0.7,0.237,0.6708,0.9078,0.173489476987654,-0.187957109582503,0.300527530496344,0.00757920680593164,0.020633360270138,0.0384,0.0264514862575436,0.000341434044150293,152,189,341,273,614
0.05-52-0.75,0.05,52,0.75,84,313,192,1,0.191096634093377,16.5856282271945,FALSE,0.05-52-0.75,0.1714,0.7364,0.9078,0.268068423435486,-0.19147575769293,0.398625125054602,0.00742005693036157,0.0165195816371272,0.1257,0.0287463778034046,0.000341434044150293,153,150,303,421,724
0.1-36-0.7,0.1,36,0.7,63,208,118,1,0.198542805100182,17.0327700972862,FALSE,0.1-36-0.7,0.2081,0.6996,0.9077,0.211826027553098,-0.192099062114825,0.34283990665484,0.00800652909840032,0.0207460150753718,0.0676,0.0276536229926187,0.000341434044150293,154,281,435,268,703
0.06-56-0.7,0.06,56,0.7,97,387,234,1,0.174644243208279,19.387779209622,FALSE,0.06-56-0.7,0.1723,0.7351,0.9074,0.266627961559916,-0.191578814221148,0.396622562364633,0.00674978670175199,0.0168614683429835,0.1292,0.0843108865801963,0.000284499001936455,156,41,197,404,601
0.05-40-0.6,0.05,40,0.6,73,231,137,1,0.180066079295154,24.5494672754947,FALSE,0.05-40-0.6,0.2055,0.7019,0.9074,0.215572347248386,-0.192282667464823,0.346270801296778,0.00785064634011362,0.021971798189493,0.0872,0.0232355221300251,0.000529118752793779,155,246,401,235,636
0.07-56-0.7,0.07,56,0.7,99,389,233,1,0.174093264248705,20.3793032364461,FALSE,0.07-56-0.7,0.1691,0.738,0.9071,0.271986321562216,-0.191190861813596,0.401092967632088,0.00691380495563776,0.0162580434588759,0.1292,0.0850422872908485,0.000229383000044728,157,63,220,433,653
0.08-28-0.85,0.08,28,0.85,32,110,60,1,0.307570977917981,11.5252016129032,FALSE,0.08-28-0.85,0.2206,0.6864,0.907,0.194777838972461,-0.190769807796633,0.323296548142901,0.00895170350614927,0.0319601901779685,0.0307,0.0150266655378143,0.000529118752793779,158,368,526,81,607
0.05-32-0,0.05,32,0,57,160,99,1,0.20844327176781,27.7387218045113,FALSE,0.05-32-0,0.197,0.71,0.907,0.228013356241034,-0.192651103907862,0.358413361522704,0.00931059414999642,0.0203838061580695,0.0539,0.0128130170774555,0.000636856831064011,159,400,559,281,840
0.16-32-0,0.16,32,0,64,191,112,1,0.190785204412719,19.9045138888889,FALSE,0.16-32-0,0.2169,0.69,0.9069,0.199780743632018,-0.191238928911041,0.328601583507496,0.0083706424501619,0.0190694861399656,0.0539,0.0285977388220833,0.000345691799774348,160,324,484,332,816
0.18-44-0.7,0.18,44,0.7,81,316,190,1,0.183694530443756,15.4975308641975,FALSE,0.18-44-0.7,0.182,0.7248,0.9068,0.251026793175732,-0.192396099710413,0.380837706029804,0.00720436136987007,0.0166394802655772,0.1008,0.0988138312974561,0.000196856314758355,162,101,263,414,677
0.06-48-0.8,0.06,48,0.8,60,226,134,1,0.213916043703278,9.60480225988701,FALSE,0.06-48-0.8,0.1924,0.7144,0.9068,0.234934784142597,-0.192698523188822,0.365048120475079,0.00845244230542377,0.0192636677357399,0.1118,0.033728913054116,0.000316202811251682,161,332,493,325,818
0.2-28-0.75,0.2,28,0.75,49,160,92,1,0.221441124780316,13.1892006802721,FALSE,0.2-28-0.75,0.2487,0.658,0.9067,0.159616409530158,-0.185251845819709,0.282115863376593,0.00734634906020858,0.0263251685722155,0.0384,0.0264514862575436,0.000341434044150293,163,130,293,145,438
0.16-48-0.65,0.16,48,0.65,91,351,215,1,0.171980111143609,16.5794871794872,FALSE,0.16-48-0.65,0.1641,0.7426,0.9067,0.280496691193807,-0.190463012229207,0.408207311449739,0.00733664868594206,0.0164218168319918,0.1118,0.123879958040442,0.000196856314758355,164,127,291,429,720
0.1-40-0.2,0.1,40,0.2,76,246,149,1,0.186298669295219,21.0947368421053,FALSE,0.1-40-0.2,0.1916,0.7146,0.9062,0.236244752157562,-0.192695616416494,0.365350345590181,0.00804546710509257,0.0204497790523836,0.0872,0.033728913054116,0.000316202811251682,165,286,451,279,730
0.12-44-0.8,0.12,44,0.8,60,252,147,1,0.215837759536456,8.55084745762712,FALSE,0.12-44-0.8,0.2099,0.6954,0.9053,0.209745892721981,-0.191952896629681,0.336594323600677,0.00756986677206277,0.0207445005343632,0.1,0.0572970059694907,0.000284499001936455,166,187,353,269,622
0.12-24-0.75,0.12,24,0.75,43,131,73,1,0.250311332503113,15.4102990033223,FALSE,0.12-24-0.75,0.2185,0.6866,0.9051,0.197989202185577,-0.191043748745435,0.323590777903517,0.00812300956738295,0.0271481317484501,0.0269,0.0150266655378143,0.000529118752793779,167,297,464,131,595
0.2-32-0.7,0.2,32,0.7,54,177,104,1,0.2081811541271,16.0897973445143,FALSE,0.2-32-0.7,0.2113,0.6932,0.9045,0.207962228292826,-0.191828533727631,0.333332941725686,0.00766509512032877,0.0231180651417411,0.0539,0.0276536229926187,0.000284499001936455,169,202,371,205,576
