,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance,DupStatus,SimIdx,AvgDist.mean,AvgDist.sd
0.06-60-0.75,0.06,60,0.75,93,393,245,1,0.1850699844479,16.4118747078074,FALSE,0.06-60-0.75,0.00735043150487578,0.000201602121165912
0.05-52-0.6,0.05,52,0.6,94,335,206,1,0.175577348940209,22.484214138641,FALSE,0.05-52-0.6,0.00705075778843479,5.65250303644077e-05
0.18-48-0,0.18,48,0,94,354,217,1,0.168472063854048,19.5054907343857,FALSE,0.18-48-0,0.00701994577655525,0.000138849467759557
0.14-48-0,0.14,48,0,94,359,221,1,0.168144123534458,18.2564630519332,FALSE,0.14-48-0,0.00756111584257627,9.15517180132261e-05
0.2-56-0.75,0.2,56,0.75,94,388,236,1,0.182483594144372,15.662319835278,FALSE,0.2-56-0.75,0.00773782762881567,0.000108961622473715
0.1-56-0.7,0.1,56,0.7,94,395,243,1,0.183300876338851,16.2921528254404,FALSE,0.1-56-0.7,0.00807020111740014,0.000107773433087863
0.12-56-0.75,0.12,56,0.75,94,397,243,1,0.183718642400394,16.2929535575383,FALSE,0.12-56-0.75,0.00839191739808318,6.76989209590126e-05
0.05-52-0.55,0.05,52,0.55,95,336,207,1,0.174748110831234,23.4650615901456,FALSE,0.05-52-0.55,0.00668766371365085,8.27686425808793e-05
0.09-48-0.4,0.09,48,0.4,95,355,212,1,0.167927382753404,21.0101903695409,FALSE,0.09-48-0.4,0.00681526545953669,0.000143977215659643
0.1-60-0.75,0.1,60,0.75,95,395,242,1,0.184390243902439,17.2599104143337,FALSE,0.1-60-0.75,0.00816865572668535,8.36340218722961e-05
0.09-60-0.75,0.09,60,0.75,95,399,245,1,0.183747287195563,17.2518477043673,FALSE,0.09-60-0.75,0.00828906156638818,2.37327427753954e-05
0.05-52-0.2,0.05,52,0.2,96,337,208,1,0.174528301886792,24.4512061403509,FALSE,0.05-52-0.2,0.00679667108550558,0.00010514680988447
0.09-48-0.2,0.09,48,0.2,96,356,213,1,0.16636690647482,21.9584429824561,FALSE,0.09-48-0.2,0.00695835498566871,7.32941495065875e-05
0.16-52-0.65,0.16,52,0.65,96,382,231,1,0.178284854563691,16.5809210526316,FALSE,0.16-52-0.65,0.00738873631320566,0.000153536918587259
0.12-52-0.65,0.12,52,0.65,96,392,242,1,0.178298397040691,17.2787280701754,FALSE,0.12-52-0.65,0.00741345011247956,5.90172718430516e-05
0.09-56-0.7,0.09,56,0.7,96,402,248,1,0.183450618781849,19.1722587719298,FALSE,0.09-56-0.7,0.00781206514573684,0.000104375936139325
0.05-52-0,0.05,52,0,97,338,208,1,0.172360248447205,25.4236469072165,FALSE,0.05-52-0,0.00673181034543855,0.00010998093098782
0.16-52-0.25,0.16,52,0.25,97,383,232,1,0.176733780760626,17.5538015463918,FALSE,0.16-52-0.25,0.00728708057808142,0.00017461933315504
0.06-56-0.7,0.06,56,0.7,97,387,234,1,0.174644243208279,19.387779209622,FALSE,0.06-56-0.7,0.00672894982663423,4.39792312638162e-05
0.1-52-0.65,0.1,52,0.65,97,387,238,1,0.176972833117723,20.1403565292096,FALSE,0.1-52-0.65,0.0072943601780778,6.42156676627912e-05
0.09-52-0.65,0.09,52,0.65,97,393,240,1,0.176741803278689,19.2207903780069,FALSE,0.09-52-0.65,0.00731174705255961,5.28656922659712e-05
0.12-52-0.4,0.12,52,0.4,97,394,243,1,0.176772616136919,18.1229596219931,FALSE,0.12-52-0.4,0.00738016344900823,0.000100054658597421
0.14-56-0.7,0.14,56,0.7,97,399,244,1,0.17816091954023,18.2316365979381,FALSE,0.14-56-0.7,0.00784471920508542,0.000135868436177871
0.07-60-0.75,0.07,60,0.75,97,402,246,1,0.177710843373494,17.4335266323024,FALSE,0.07-60-0.75,0.00748073041835858,0.000175988531694355
0.08-56-0.7,0.08,56,0.7,97,405,246,1,0.181034482758621,19.1826675257732,FALSE,0.08-56-0.7,0.00720695945603865,9.57995767398149e-05
0.12-56-0.7,0.12,56,0.7,97,407,251,1,0.177798682972719,17.2793170103093,FALSE,0.12-56-0.7,0.00793760769191913,7.6976156760205e-05
0.05-56-0.65,0.05,56,0.65,98,353,215,1,0.173848439821694,20.6348621922996,FALSE,0.05-56-0.65,0.00649988403385384,0.000105282730122535
0.07-52-0.6,0.07,52,0.6,98,374,224,1,0.176184032476319,21.5140963601936,FALSE,0.07-52-0.6,0.00621228113128129,5.25256868803494e-05
0.14-52-0.65,0.14,52,0.65,98,390,237,1,0.175862068965517,18.2552072375342,FALSE,0.14-52-0.65,0.00761062842195208,2.32619470155218e-05
0.2-56-0.7,0.2,56,0.7,98,396,241,1,0.178015564202335,18.6048811277088,FALSE,0.2-56-0.7,0.00791469718141023,0.000133122791985603
0.09-52-0.6,0.09,52,0.6,98,401,245,1,0.175935288169869,18.2875026299179,FALSE,0.09-52-0.6,0.00746581177290752,0.000133314007602274
0.08-60-0.75,0.08,60,0.75,98,406,247,1,0.181578947368421,19.9944245739533,FALSE,0.08-60-0.75,0.00776702739661087,0.00010928639449151
0.14-60-0.75,0.14,60,0.75,98,408,244,1,0.181198589894242,15.514517147065,FALSE,0.14-60-0.75,0.00734178517860918,0.00020072405213846
0.18-60-0.75,0.18,60,0.75,98,414,252,1,0.18277010947168,14.7630969913739,FALSE,0.18-60-0.75,0.00758553412541154,0.000262090336938502
0.07-52-0.4,0.07,52,0.4,99,377,225,1,0.174250535331906,21.5330859616574,FALSE,0.07-52-0.4,0.00615991191087639,7.89018911984139e-05
0.07-56-0.7,0.07,56,0.7,99,389,233,1,0.174093264248705,20.3793032364461,FALSE,0.07-56-0.7,0.00687674560695288,7.80539201607886e-05
0.14-52-0.25,0.14,52,0.25,99,391,238,1,0.174358974358974,19.2121212121212,FALSE,0.14-52-0.25,0.00754860747082382,0.000175433483497127
0.07-52-0,0.07,52,0,100,378,226,1,0.172679045092838,22.5068686868687,FALSE,0.07-52-0,0.00617682157521911,6.69813416153342e-05
0.09-52-0.4,0.09,52,0.4,100,404,247,1,0.1730482347091,20.0742424242424,FALSE,0.09-52-0.4,0.00741546399113171,0.000165237766855755
0.09-56-0.65,0.09,56,0.65,100,411,254,1,0.180014174344437,20.1876767676768,FALSE,0.09-56-0.65,0.00760197592721543,8.49373837034332e-05
0.2-60-0.75,0.2,60,0.75,100,421,256,1,0.178554886521538,15.7292929292929,FALSE,0.2-60-0.75,0.00730841002504879,0.000133194713804021
0.05-56-0.6,0.05,56,0.6,101,357,219,1,0.168626326355033,22.5840594059406,FALSE,0.05-56-0.6,0.00661077629194477,0.00011281621426969
0.18-52-0.3,0.18,52,0.3,101,398,242,1,0.174017257909875,20.5129702970297,FALSE,0.18-52-0.3,0.00750279110750027,7.37087907843236e-05
0.1-56-0.65,0.1,56,0.65,101,409,253,1,0.177129521586931,20.1681188118812,FALSE,0.1-56-0.65,0.00784855591377834,4.16209016740213e-05
0.12-60-0.7,0.12,60,0.7,101,416,257,1,0.174823582972911,19.2442574257426,FALSE,0.12-60-0.7,0.0081305413482869,0.00014889685374714
0.09-56-0.6,0.09,56,0.6,101,419,259,1,0.179188054129725,19.2534653465347,FALSE,0.09-56-0.6,0.00787596056548728,6.79047633648789e-05
0.05-56-0.55,0.05,56,0.55,102,358,220,1,0.167904054825814,23.5650359153562,FALSE,0.05-56-0.55,0.00646099932786113,0.00015109314489707
0.14-56-0.65,0.14,56,0.65,102,410,252,1,0.173530772790375,20.1894777713065,FALSE,0.14-56-0.65,0.00802302331995586,0.000168776881504296
0.1-56-0.6,0.1,56,0.6,102,416,258,1,0.176878612716763,19.2395651329839,FALSE,0.1-56-0.6,0.0079394962827113,0.000109872728309764
0.1-60-0.7,0.1,60,0.7,102,418,259,1,0.178018933271762,21.9881576392933,FALSE,0.1-60-0.7,0.0079700794169813,9.14678289137768e-05
0.09-56-0.45,0.09,56,0.45,102,420,260,1,0.177818939569345,20.2120947388857,FALSE,0.09-56-0.45,0.00787763740716708,7.18408468804866e-05
0.05-56-0.2,0.05,56,0.2,103,359,221,1,0.167712492869367,24.5508280982296,FALSE,0.05-56-0.2,0.00649386493903897,0.000105997650641043
0.09-56-0.4,0.09,56,0.4,103,422,261,1,0.176389526871842,21.0374071958881,FALSE,0.09-56-0.4,0.00783423528250173,0.000136881668443138
0.14-60-0.7,0.14,60,0.7,103,423,256,1,0.174860956618465,19.2634684941938,FALSE,0.14-60-0.7,0.00738801332511988,4.3328295684859e-05
0.08-56-0.6,0.08,56,0.6,103,424,257,1,0.176349024110218,19.2787930706263,FALSE,0.08-56-0.6,0.00700772852824567,0.000100365926147807
0.05-56-0,0.05,56,0,104,360,221,1,0.165727170236753,25.5236183719193,FALSE,0.05-56-0,0.00635800673104803,0.000116779847332161
0.07-56-0.6,0.07,56,0.6,104,400,239,1,0.17022344966106,21.4103808812547,FALSE,0.07-56-0.6,0.0065683738430292,3.3808646386201e-05
0.05-60-0.7,0.05,60,0.7,104,403,242,1,0.175115207373272,23.2352501867065,FALSE,0.05-60-0.7,0.00617697115357775,6.21608457255165e-05
0.16-56-0,0.16,56,0,104,408,249,1,0.17128987517337,21.501213592233,FALSE,0.16-56-0,0.00770686113579937,0.000167481827121267
0.14-56-0,0.14,56,0,104,412,254,1,0.171781951442968,22.1126773711725,FALSE,0.14-56-0,0.00803850812584694,9.07053395201739e-05
0.09-56-0.2,0.09,56,0.2,104,423,262,1,0.175022789425706,21.9894510828977,FALSE,0.09-56-0.2,0.00780323042520871,0.0001282673193009
0.06-60-0.7,0.06,60,0.7,104,423,264,1,0.176093155893536,24.1180918595967,FALSE,0.06-60-0.7,0.00718924083302183,6.10920154977125e-05
0.2-60-0.7,0.2,60,0.7,104,429,261,1,0.174418604651163,18.6727035100822,FALSE,0.2-60-0.7,0.00767025640684733,3.36613793039654e-05
0.07-56-0.4,0.07,56,0.4,105,403,240,1,0.168489065606362,21.4299450549451,FALSE,0.07-56-0.4,0.00638499947666159,7.72640907327599e-05
0.09-60-0.7,0.09,60,0.7,105,428,266,1,0.175236806495264,23.9455128205128,FALSE,0.09-60-0.7,0.00823570220093851,0.000159301350745023
0.18-60-0.7,0.18,60,0.7,105,430,261,1,0.175363941769317,18.7027472527473,FALSE,0.18-60-0.7,0.0074943758768772,0.000163457356002715
0.07-56-0,0.07,56,0,106,404,241,1,0.167077378018728,22.3968553459119,FALSE,0.07-56-0,0.00645112828163403,7.36643823448935e-05
0.2-56-0.65,0.2,56,0.65,106,415,253,1,0.16920627700705,20.6182389937107,FALSE,0.2-56-0.65,0.00797710467315544,9.8861186577315e-05
0.12-60-0.65,0.12,60,0.65,106,427,265,1,0.170259568851738,21.203414195867,FALSE,0.12-60-0.65,0.00811012473742209,0.000145978838886564
0.08-56-0.4,0.08,56,0.4,106,431,263,1,0.172637707120466,21.0721473495058,FALSE,0.08-56-0.4,0.00705982088376699,0.000132765866225168
0.16-60-0.7,0.16,60,0.7,106,432,260,1,0.173476222371065,17.7448337825696,FALSE,0.16-60-0.7,0.00727448380513679,2.01598814675842e-05
0.2-56-0.3,0.2,56,0.3,107,416,254,1,0.167832167832168,21.5926644330806,FALSE,0.2-56-0.3,0.00813259398439176,0.00017835192092109
0.07-60-0.7,0.07,60,0.7,107,431,268,1,0.169824561403509,24.1662846058896,FALSE,0.07-60-0.7,0.00755859681991279,3.22449404096088e-05
0.2-56-0,0.2,56,0,108,417,255,1,0.167529835622608,22.5709588092766,FALSE,0.2-56-0,0.00782405774265624,0.000135161448557163
0.12-60-0.25,0.12,60,0.25,108,430,267,1,0.167532467532468,22.9794046382831,FALSE,0.12-60-0.25,0.00805846835594863,0.000108936870156831
0.14-60-0.65,0.14,60,0.65,108,436,266,1,0.1702859600086,21.2210972654898,FALSE,0.14-60-0.65,0.0073657325584302,0.000128433306457436
0.05-60-0.6,0.05,60,0.6,109,411,250,1,0.168046760837798,26.170998980632,FALSE,0.05-60-0.6,0.00635661928647837,0.000107093041887624
0.06-60-0.65,0.06,60,0.65,109,433,269,1,0.172262097707803,26.1227488956847,FALSE,0.06-60-0.65,0.0068646604061803,9.08746969167064e-05
0.1-60-0.65,0.1,60,0.65,109,433,270,1,0.172016825326544,25.8781005776419,FALSE,0.1-60-0.65,0.00769264579364948,9.54432910413227e-05
0.14-60-0.25,0.14,60,0.25,109,437,267,1,0.168941979522184,22.1822120285423,FALSE,0.14-60-0.25,0.00746376187801865,9.10439242100439e-05
0.09-60-0.65,0.09,60,0.65,109,438,273,1,0.171936758893281,24.9549779136935,FALSE,0.09-60-0.65,0.00789769753664486,6.98663134971484e-05
0.05-60-0.55,0.05,60,0.55,110,412,251,1,0.167394468704512,27.147539616347,FALSE,0.05-60-0.55,0.00631339313999711,6.19847897002108e-05
0.06-60-0.55,0.06,60,0.55,110,435,271,1,0.170742857142857,26.1316096747289,FALSE,0.06-60-0.55,0.00684165516714443,7.59651808750463e-05
0.1-60-0.6,0.1,60,0.6,110,440,275,1,0.171823568136932,24.9482902418682,FALSE,0.1-60-0.6,0.00763525992249262,7.34444732787761e-05
0.09-60-0.6,0.09,60,0.6,110,446,278,1,0.17126112437595,24.0190158465388,FALSE,0.09-60-0.6,0.00802815970026527,5.95205094942695e-05
0.05-60-0.2,0.05,60,0.2,111,413,252,1,0.167232186136694,28.1288288288288,FALSE,0.05-60-0.2,0.00636283914966611,9.55306339361512e-05
0.06-60-0.5,0.06,60,0.5,111,439,275,1,0.169464609800363,27.1040131040131,FALSE,0.06-60-0.5,0.00686018020733811,4.67752310881474e-05
0.07-60-0.65,0.07,60,0.65,111,440,272,1,0.167624741319844,25.1969696969697,FALSE,0.07-60-0.65,0.00714280715348135,0.000115932003618314
0.1-60-0.45,0.1,60,0.45,111,443,276,1,0.170705322371268,24.9619164619165,FALSE,0.1-60-0.45,0.0076598575212985,0.000170345600454756
0.16-60-0.65,0.16,60,0.65,111,445,270,1,0.169004964385927,19.7162162162162,FALSE,0.16-60-0.65,0.00714975203318254,0.00017796647823709
0.09-60-0.5,0.09,60,0.5,111,449,279,1,0.170089858793325,24.0321867321867,FALSE,0.09-60-0.5,0.0076966429314701,6.05693445015846e-05
0.05-60-0,0.05,60,0,112,414,252,1,0.165507315903094,29.0987773487774,FALSE,0.05-60-0,0.00639347755829258,8.02462544976617e-05
0.07-60-0.6,0.07,60,0.6,112,442,274,1,0.166174801362089,25.2050353925354,FALSE,0.07-60-0.6,0.00721633337578183,0.000117489058210112
0.1-60-0.4,0.1,60,0.4,112,445,277,1,0.169386002576213,25.7595720720721,FALSE,0.1-60-0.4,0.00756344677790867,0.000126667785578628
0.16-60-0.4,0.16,60,0.4,112,447,270,1,0.168387096774194,20.6856499356499,FALSE,0.16-60-0.4,0.00728853653960298,3.28445592809657e-05
0.18-60-0.65,0.18,60,0.65,112,448,274,1,0.167654530059272,20.6916827541828,FALSE,0.18-60-0.65,0.00748985316878217,5.7688690892958e-05
0.2-60-0.65,0.2,60,0.65,112,450,275,1,0.165968147527242,20.6802606177606,FALSE,0.2-60-0.65,0.00742297178952982,6.98329413657302e-05
0.09-60-0.45,0.09,60,0.45,112,450,280,1,0.168789808917197,24.9960585585586,FALSE,0.09-60-0.45,0.00811194561634665,0.000154009972897962
0.06-60-0.3,0.06,60,0.3,113,443,277,1,0.16644385026738,28.0962389380531,FALSE,0.06-60-0.3,0.00685351723375419,5.34529774980201e-05
0.08-60-0.6,0.08,60,0.6,113,451,275,1,0.169799092676604,25.8081542351454,FALSE,0.08-60-0.6,0.00731709577457712,0.000136761988540604
0.09-60-0.4,0.09,60,0.4,113,452,281,1,0.167509481668774,25.7951169405815,FALSE,0.09-60-0.4,0.0078760627438584,0.000145556815304358
0.07-60-0,0.07,60,0,114,446,276,1,0.163247100802855,26.195699425555,FALSE,0.07-60-0,0.00710084636456803,9.03051151027175e-05
0.09-60-0.3,0.09,60,0.3,114,453,282,1,0.16621367342672,26.7530662940537,FALSE,0.09-60-0.3,0.00782650837548031,9.59311917303282e-05
0.08-60-0.55,0.08,60,0.55,114,454,276,1,0.168690095846645,25.8228535941624,FALSE,0.08-60-0.55,0.00732716097876734,0.000112748699628892
0.2-60-0.4,0.2,60,0.4,114,456,276,1,0.165359207266722,21.6530818195932,FALSE,0.2-60-0.4,0.00751408156115683,0.000206007834786882
0.18-60-0,0.18,60,0,115,452,276,1,0.165448088573219,23.6160945842868,FALSE,0.18-60-0,0.00737853608102629,0.000147945837445853
0.09-60-0.2,0.09,60,0.2,115,454,283,1,0.165901502504174,27.7151029748284,FALSE,0.09-60-0.2,0.00775568731505475,0.000168096329670865
0.2-60-0.35,0.2,60,0.35,115,457,277,1,0.164105716041795,22.6289092295957,FALSE,0.2-60-0.35,0.00752505827053238,0.000231155264454444
0.2-60-0.1,0.2,60,0.1,116,458,278,1,0.163837185518511,23.6082458770615,FALSE,0.2-60-0.1,0.00741275523435727,7.70777249389999e-05
0.08-60-0.5,0.08,60,0.5,116,459,281,1,0.166527021365731,26.7884557721139,FALSE,0.08-60-0.5,0.00738940457347336,0.000115032702457084
0.08-60-0.4,0.08,60,0.4,117,461,282,1,0.16524631053835,27.5877541998232,FALSE,0.08-60-0.4,0.00738183530274232,0.000136112656481702
0.08-60-0.35,0.08,60,0.35,118,462,283,1,0.163951330171169,28.5404896421846,FALSE,0.08-60-0.35,0.00735318570822866,7.62173424616856e-05
0.08-60-0.3,0.08,60,0.3,119,463,284,1,0.163647591601482,29.4972938327874,FALSE,0.08-60-0.3,0.00738553742676124,0.000107222911094255
