feature_ratio,no_tfs,no_tfs_actual,method,CTRL,TRTMT,TRTMT_CTRL
0.2,4,4,MARINa,4,0,0
0.2,4,4,RI,4,0,0
0.2,4,12,COMB,12,0,0
0.2,8,8,Netact,7,1,0.142857142857143
0.2,8,8,MARINa,7,1,0.142857142857143
0.2,8,8,RI,7,1,0.142857142857143
0.2,8,24,COMB,21,3,0.142857142857143
0.2,12,12,Netact,11,1,0.0909090909090909
0.2,12,12,MARINa,11,1,0.0909090909090909
0.2,12,12,RI,11,1,0.0909090909090909
0.2,12,35,COMB,32,3,0.09375
0.2,16,16,Netact,13,3,0.230769230769231
0.2,16,16,MARINa,14,2,0.142857142857143
0.2,16,16,RI,14,2,0.142857142857143
0.2,16,46,COMB,39,7,0.179487179487179
0.2,20,20,Netact,16,4,0.25
0.2,20,20,MARINa,16,4,0.25
0.2,20,20,RI,14,6,0.428571428571429
0.2,20,57,COMB,43,14,0.325581395348837
0.2,24,24,Netact,18,6,0.333333333333333
0.2,24,24,MARINa,19,5,0.263157894736842
0.2,24,24,RI,15,9,0.6
0.2,24,67,COMB,48,19,0.395833333333333
0.2,28,28,Netact,21,7,0.333333333333333
0.2,28,28,MARINa,22,6,0.272727272727273
0.2,28,28,RI,17,11,0.647058823529412
0.2,28,76,COMB,54,22,0.407407407407407
0.2,32,32,Netact,24,8,0.333333333333333
0.2,32,32,MARINa,25,7,0.28
0.2,32,32,RI,20,12,0.6
0.2,32,85,COMB,60,25,0.416666666666667
0.2,36,36,Netact,25,10,0.4
0.2,36,36,MARINa,28,8,0.285714285714286
0.2,36,36,RI,20,15,0.75
0.2,36,96,COMB,64,31,0.484375
0.2,40,40,Netact,28,11,0.392857142857143
0.2,40,40,MARINa,30,10,0.333333333333333
0.2,40,40,RI,24,15,0.625
0.2,40,106,COMB,71,34,0.47887323943662
0.2,44,44,Netact,31,12,0.387096774193548
0.2,44,44,MARINa,34,10,0.294117647058824
0.2,44,44,RI,24,19,0.791666666666667
0.2,44,113,COMB,75,37,0.493333333333333
0.2,48,48,Netact,35,12,0.342857142857143
0.2,48,48,MARINa,38,10,0.263157894736842
0.2,48,48,RI,26,21,0.807692307692308
0.2,48,120,COMB,80,39,0.4875
0.2,52,52,Netact,38,13,0.342105263157895
0.2,52,52,MARINa,41,11,0.268292682926829
0.2,52,52,RI,29,22,0.758620689655172
0.2,52,125,COMB,83,41,0.493975903614458
0.2,56,56,Netact,40,14,0.35
0.2,56,56,MARINa,42,14,0.333333333333333
0.2,56,56,RI,30,25,0.833333333333333
0.2,56,133,COMB,87,44,0.505747126436782
0.2,60,60,Netact,43,15,0.348837209302326
0.2,60,60,MARINa,43,17,0.395348837209302
0.2,60,60,RI,33,26,0.787878787878788
0.2,60,143,COMB,93,48,0.516129032258065
