,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance,DupStatus,SimIdx,ClusterA,ClusterB,Accuracy,KLdist,ClusterA2,ClusterB2,AvgDist,flexibility,maxSigval.Netact,maxSigval.MARINa,minSigval.RI,idxAccuracy,idxFlexibility,idxBoth
0.06-44-0.7,0.06,44,0.7,80,278,165,1,0.189647857445906,17.539082278481,FALSE,0.06-44-0.7,0.1803,0.7416,0.9219,0.253007794588596,-0.192291028887761,0.406658284939018,0.0072124055005161,0.0164708892567726,0.1008,0.0287463778034046,0.000341434044150293,72,401,473
0.12-60-0.85,0.12,60,0.85,57,253,148,1,0.254676258992806,12.0535714285714,FALSE,0.12-60-0.85,0.1701,0.7194,0.8895,0.274318942506234,-0.191318548652861,0.372620505052345,0.00824340309935764,0.0209656213751615,0.1481,0.245109150495321,0.000146509481060536,237,238,475
0.05-56-0,0.05,56,0,104,360,221,1,0.165727170236753,25.5236183719193,FALSE,0.05-56-0,0.1706,0.7514,0.922,0.269007550455357,-0.191380185317316,0.421896608909064,0.00634609500548608,0.0164396951099269,0.1292,0.0417359333423802,0.000316202811251682,71,404,475
0.05-52-0,0.05,52,0,97,338,208,1,0.172360248447205,25.4236469072165,FALSE,0.05-52-0,0.1742,0.7503,0.9245,0.263196752265109,-0.191780969447058,0.420179785679949,0.00676005679631315,0.0161584119529685,0.1257,0.0333049832035129,0.000341434044150293,58,417,475
0.14-36-0,0.14,36,0,69,218,129,1,0.177717391304348,19.7361466325661,FALSE,0.14-36-0,0.2028,0.6913,0.8941,0.222725290744759,-0.192438510426563,0.330521911809501,0.00850144644890085,0.0203059989293335,0.0676,0.0399285227251932,0.000316202811251682,212,264,476
0.07-52-0.6,0.07,52,0.6,98,374,224,1,0.176184032476319,21.5140963601936,FALSE,0.07-52-0.6,0.1776,0.7474,0.925,0.257639352457745,-0.192091144749425,0.415661351786351,0.00619135155397291,0.0159311106337688,0.1257,0.0572970059694907,0.000284499001936455,55,422,477
0.18-36-0.8,0.18,36,0.8,47,185,111,1,0.23059866962306,11.1193339500463,FALSE,0.18-36-0.8,0.2009,0.5999,0.8008,0.294293485452854,-0.192526657205252,0.201749703082862,0.00902290658340715,0.037480030451901,0.0676,0.0556721132650875,0.000284499001936455,439,39,478
0.05-48-0.85,0.05,48,0.85,44,156,84,1,0.249258160237389,14.3895348837209,FALSE,0.05-48-0.85,0.22,0.6519,0.8719,0.209343730407206,-0.190850124895039,0.273428866407052,0.0079844055002865,0.0249625691734647,0.1118,0.0276536229926187,0.000368029714239091,334,145,479
0.06-48-0.8,0.06,48,0.8,60,226,134,1,0.213916043703278,9.60480225988701,FALSE,0.06-48-0.8,0.1896,0.7109,0.9005,0.240418571394618,-0.192673704995177,0.359768258500664,0.00830841806553454,0.0192636677357399,0.1118,0.033728913054116,0.000316202811251682,177,302,479
0.16-32-0,0.16,32,0,64,191,112,1,0.190785204412719,19.9045138888889,FALSE,0.16-32-0,0.2169,0.6861,0.903,0.200629763174713,-0.191238928911041,0.322855312773022,0.00834384545947328,0.0190694861399656,0.0539,0.0285977388220833,0.000345691799774348,170,309,479
0.07-28-0.85,0.07,28,0.85,25,85,46,1,0.336448598130841,7.78,FALSE,0.07-28-0.85,0.1975,0.613,0.8105,0.288486972739795,-0.192639432118892,0.219397308130203,0.0114907270705648,0.0345300780967439,0.0307,0.00836638594822093,0.000623217076763923,429,51,480
0.09-44-0.8,0.09,44,0.8,60,250,145,1,0.219289340101523,9.42966101694915,FALSE,0.09-44-0.8,0.2041,0.6949,0.899,0.219425210900135,-0.192367932829646,0.335852488495944,0.00794798126294942,0.0194058485240641,0.1,0.0572970059694907,0.000284499001936455,186,294,480
0.18-24-0.7,0.18,24,0.7,44,133,76,1,0.245260663507109,16.3393234672304,FALSE,0.18-24-0.7,0.2229,0.6345,0.8574,0.214923381335505,-0.190446846339987,0.248965026601008,0.00954546601725009,0.0286409237118551,0.0251,0.0195625049071276,0.000529118752793779,390,91,481
0.14-40-0.8,0.14,40,0.8,56,222,128,1,0.215789473684211,10.3113636363636,FALSE,0.14-40-0.8,0.2062,0.6703,0.8765,0.225263782902412,-0.192236454058185,0.299803710081646,0.00834492442194802,0.0238369996079583,0.0869,0.0572970059694907,0.000284499001936455,310,171,481
0.05-32-0.7,0.05,32,0.7,51,152,92,1,0.230997038499506,22.7937254901961,FALSE,0.05-32-0.7,0.2006,0.6813,0.8819,0.230544587069219,-0.192538936848967,0.315813425960529,0.00962561554589461,0.0221854010289277,0.0539,0.0127071104798322,0.000636856831064011,277,204,481
0.16-24-0.8,0.16,24,0.8,33,111,64,1,0.309278350515464,10.5549242424242,FALSE,0.16-24-0.8,0.2173,0.5908,0.8081,0.265926462740686,-0.191191236982488,0.189658694022402,0.0105368516945084,0.0345510863055604,0.0251,0.0150266655378143,0.000529118752793779,432,50,482
0.2-28-0.8,0.2,28,0.8,37,132,76,1,0.27239263803681,10.734984984985,FALSE,0.2-28-0.8,0.2288,0.6016,0.8304,0.229940994273519,-0.18951043072137,0.204023828990883,0.0087323819028507,0.0315997407320349,0.0384,0.0264514862575436,0.000362295738952264,419,63,482
0.05-40-0.8,0.05,40,0.8,54,189,109,1,0.213949843260188,13.0632424877708,FALSE,0.05-40-0.8,0.2028,0.6726,0.8754,0.230547577770606,-0.192438510426563,0.303136367866377,0.00846002958930336,0.0237683039639162,0.0869,0.0232355221300251,0.000529118752793779,313,172,485
0.14-36-0.7,0.14,36,0.7,65,211,122,1,0.186411149825784,17.7822115384615,FALSE,0.14-36-0.7,0.1955,0.6825,0.878,0.239668405230208,-0.19267849212049,0.317570736526804,0.0085696877450827,0.0228434029951617,0.0676,0.0399285227251932,0.000316202811251682,299,186,485
0.1-52-0.65,0.1,52,0.65,97,387,238,1,0.176972833117723,20.1403565292096,FALSE,0.1-52-0.65,0.1642,0.7458,0.91,0.279986104294587,-0.190479046977764,0.413173236655911,0.00728904769038511,0.0176841727084304,0.1257,0.111941181489358,0.000208702136538085,139,347,486
0.16-44-0.85,0.16,44,0.85,36,152,88,1,0.294117647058824,9.73492063492063,FALSE,0.16-44-0.85,0.2155,0.6428,0.8583,0.223696716182484,-0.191400032572612,0.260575831174543,0.00799681052720642,0.0279385602828139,0.1,0.091401801433132,0.000220801774389674,386,101,487
0.05-52-0.55,0.05,52,0.55,95,336,207,1,0.174748110831234,23.4650615901456,FALSE,0.05-52-0.55,0.1756,0.7404,0.916,0.260561633249685,-0.191916652409526,0.404801233222104,0.00667657613179168,0.0168975550551978,0.1257,0.0333049832035129,0.000341434044150293,107,380,487
0.05-60-0.55,0.05,60,0.55,110,412,251,1,0.167394468704512,27.147539616347,FALSE,0.05-60-0.55,0.1681,0.7607,0.9288,0.27405934523514,-0.191057261279307,0.436475696140711,0.00631128106291392,0.0151038048021053,0.1535,0.0572970059694907,0.000316202811251682,32,457,489
0.14-24-0.75,0.14,24,0.75,44,132,75,1,0.249388753056235,14.4059196617336,FALSE,0.14-24-0.75,0.219,0.6337,0.8527,0.223208107533203,-0.190980348148688,0.247851627252377,0.0099551050635313,0.028739556151894,0.0251,0.0195625049071276,0.000529118752793779,400,90,490
0.06-44-0.75,0.06,44,0.75,76,268,160,1,0.197588126159555,14.6229824561404,FALSE,0.06-44-0.75,0.1791,0.7385,0.9176,0.254841914581875,-0.192207219473784,0.401864880173546,0.00732005314144822,0.0165656438786047,0.1008,0.0285977388220833,0.000341434044150293,96,394,490
0.12-20-0.8,0.12,20,0.8,24,80,53,1,0.315789473684211,5.98007246376812,FALSE,0.12-20-0.8,0.2102,0.3957,0.6059,0.60937552841388,-0.191927031410112,-0.0315772834795466,0.0168462022312033,0.0670535877112524,0.0219,0.00972842056057589,0.000623217076763923,478,15,493
0.06-44-0.65,0.06,44,0.65,84,284,170,1,0.185185185185185,20.486230636833,FALSE,0.06-44-0.65,0.1824,0.735,0.9174,0.24954427213528,-0.192418509042434,0.396468614254159,0.00706538667526456,0.0165331052673139,0.1008,0.0287463778034046,0.000341434044150293,99,395,494
0.09-24-0.85,0.09,24,0.85,22,79,46,1,0.356521739130435,5.88961038961039,FALSE,0.09-24-0.85,0.182,0.5137,0.6957,0.465087027307898,-0.192396099710413,0.093073203097777,0.0152394458470421,0.0385870897485025,0.0269,0.00429651972588583,0.000623217076763923,458,37,495
0.08-52-0.8,0.08,52,0.8,69,293,171,1,0.212527964205817,13.2250639386189,FALSE,0.08-52-0.8,0.1827,0.709,0.8917,0.253461629720124,-0.19243474027798,0.356909258527471,0.00809937424029123,0.0200960763870104,0.1257,0.0885713474779914,0.000284499001936455,223,272,495
0.16-44-0.7,0.16,44,0.7,83,323,194,1,0.179461615154536,14.5592124595945,FALSE,0.16-44-0.7,0.181,0.7309,0.9119,0.252034868172425,-0.192336225985218,0.390168477320333,0.00697564357583517,0.0171334660966836,0.1008,0.0988138312974561,0.000220801774389674,127,368,495
0.05-60-0.2,0.05,60,0.2,111,413,252,1,0.167232186136694,28.1288288288288,FALSE,0.05-60-0.2,0.1701,0.7548,0.9249,0.270109413002357,-0.191318548652861,0.427213324070114,0.00637600487256052,0.0157656741497422,0.1535,0.0572970059694907,0.000316202811251682,57,438,495
0.05-52-0.2,0.05,52,0.2,96,337,208,1,0.174528301886792,24.4512061403509,FALSE,0.05-52-0.2,0.1764,0.7487,0.9251,0.259620085941906,-0.191989168393447,0.417685467745445,0.00678504310818015,0.0156121232701186,0.1257,0.0333049832035129,0.000341434044150293,54,442,496
0.16-44-0.75,0.16,44,0.75,78,308,183,1,0.188040345821326,12.5780885780886,FALSE,0.16-44-0.75,0.1855,0.7296,0.9151,0.244705766874516,-0.19256258453778,0.388175669112521,0.00687941641820754,0.0167800862130715,0.1008,0.0988138312974561,0.000220801774389674,110,387,497
0.2-16-0.8,0.2,16,0.8,17,55,39,1,0.368421052631579,5.61029411764706,FALSE,0.2-16-0.8,0.1731,0.3896,0.5627,0.740853459520964,-0.191666472639549,-0.0371432355236252,0.0216954533968842,0.0742688958331812,0.0161,0.00972842056057589,0.000636856831064011,490,8,498
0.05-36-0.2,0.05,36,0.2,66,195,113,1,0.182432432432432,26.1780885780886,FALSE,0.05-36-0.2,0.1877,0.7012,0.8889,0.246716147635117,-0.192633351096209,0.345225816997845,0.00752229679230757,0.0204387361502681,0.0676,0.0191379338697175,0.00053724075158986,241,257,498
0.14-44-0.75,0.14,44,0.75,80,313,186,1,0.188504105676544,13.4599683544304,FALSE,0.14-44-0.75,0.1765,0.7205,0.897,0.261757227413392,-0.191997977451179,0.374291101726566,0.00731826437180522,0.0193025824624139,0.1008,0.091401801433132,0.000229383000044728,197,301,498
0.05-36-0.85,0.05,36,0.85,32,113,60,1,0.283185840707965,11.304435483871,FALSE,0.05-36-0.85,0.1939,0.6113,0.8052,0.298818865426758,-0.192695018495664,0.217091224792217,0.00865334024111777,0.0313928021976138,0.0676,0.0150266655378143,0.00053724075158986,435,65,500
0.06-28-0.8,0.06,28,0.8,31,114,70,1,0.309417040358744,9.63548387096774,FALSE,0.06-28-0.8,0.1972,0.5377,0.7349,0.384470459699562,-0.192646587296422,0.12197367747917,0.0119873131553666,0.0341316373534926,0.0307,0.00972842056057589,0.000623217076763923,449,52,501
0.14-52-0.85,0.14,52,0.85,45,196,109,1,0.270524899057873,9.95656565656566,FALSE,0.14-52-0.85,0.1847,0.6645,0.8492,0.272734742915714,-0.192530398399544,0.291434721876535,0.00931573227867189,0.0280687456882288,0.1256,0.128257372399645,0.000182257366699575,404,97,501
0.2-44-0.85,0.2,44,0.85,37,155,89,1,0.282282282282282,9.79279279279279,FALSE,0.2-44-0.85,0.2144,0.6441,0.8585,0.224986860425491,-0.191520236434078,0.262404133930391,0.00800607412220853,0.0264819603771414,0.1,0.091401801433132,0.000182257366699575,383,119,502
0.05-56-0.2,0.05,56,0.2,103,359,221,1,0.167712492869367,24.5508280982296,FALSE,0.05-56-0.2,0.1673,0.7551,0.9224,0.274631846802774,-0.190946099364558,0.427683182299129,0.00648386027966136,0.0158062247479638,0.1292,0.0417359333423802,0.000316202811251682,69,433,502
0.05-60-0,0.05,60,0,112,414,252,1,0.165507315903094,29.0987773487774,FALSE,0.05-60-0,0.1689,0.7542,0.9231,0.271965445859004,-0.191164615922098,0.426273965370156,0.00640411624794185,0.015661588474864,0.1535,0.0572970059694907,0.000316202811251682,63,440,503
0.18-28-0.8,0.18,28,0.8,39,137,79,1,0.266666666666667,11.7098515519568,FALSE,0.18-28-0.8,0.2282,0.6094,0.8376,0.224143882220579,-0.189612675406763,0.214519432784798,0.00921593893945561,0.0289474409770793,0.0384,0.0264514862575436,0.000362295738952264,415,89,504
0.1-24-0.85,0.1,24,0.85,21,76,45,1,0.366071428571429,5,FALSE,0.1-24-0.85,0.1776,0.4239,0.6015,0.649866129777555,-0.192091144749425,-0.00464587627618533,0.0190204818521144,0.044690687918283,0.0251,0.00429651972588583,0.000623217076763923,481,28,509
0.08-24-0.85,0.08,24,0.85,25,89,55,1,0.344827586206897,6.87,FALSE,0.08-24-0.85,0.1616,0.5351,0.6967,0.490304727318235,-0.190042241223966,0.118790180919116,0.01419116040656,0.0340918285851964,0.0269,0.00836638594822093,0.000623217076763923,456,53,509
0.05-60-0.6,0.05,60,0.6,109,411,250,1,0.168046760837798,26.170998980632,FALSE,0.05-60-0.6,0.179,0.7491,0.9281,0.255734775935202,-0.192199873170723,0.418308726958555,0.00635345034709401,0.0147390355840073,0.1535,0.0572970059694907,0.000316202811251682,38,471,509
0.18-52-0.85,0.18,52,0.85,48,219,129,1,0.273198847262248,9.97695035460993,FALSE,0.18-52-0.85,0.1966,0.6689,0.8655,0.244775037830439,-0.192659527787234,0.297778997995835,0.00932907271373438,0.0247970514339522,0.1256,0.15657789705884,0.000156546263547388,361,149,510
0.05-52-0.8,0.05,52,0.8,68,272,164,1,0.211842105263158,11.4409569798068,FALSE,0.05-52-0.8,0.1771,0.7079,0.885,0.264602149264516,-0.192049643117415,0.35525637436491,0.00815204342631317,0.0207403565225385,0.1257,0.0276536229926187,0.000362295738952264,263,247,510
0.1-48-0.8,0.1,48,0.8,63,259,154,1,0.209848136217211,11.3100358422939,FALSE,0.1-48-0.8,0.2018,0.6921,0.8939,0.224219665242684,-0.192487133038563,0.331704867698521,0.00834724781838033,0.0193788735950589,0.1118,0.0850422872908485,0.000284499001936455,214,297,511
0.09-48-0.8,0.09,48,0.8,62,254,148,1,0.213971665852467,11.3172924378636,FALSE,0.09-48-0.8,0.202,0.6941,0.8961,0.223250866887155,-0.192477804164488,0.334666300745295,0.00833204337028525,0.0191011401498713,0.1118,0.0850422872908485,0.000284499001936455,205,308,513
0.14-20-0.8,0.14,20,0.8,22,74,50,1,0.34375,7.2012987012987,FALSE,0.14-20-0.8,0.2195,0.304,0.5235,0.80217298117083,-0.190915805998438,-0.104402634025368,0.0204488730676448,0.0723799956776868,0.0219,0.00972842056057589,0.000623217076763923,503,11,514
0.06-40-0.8,0.06,40,0.8,53,185,106,1,0.218097447795824,13.1923076923077,FALSE,0.06-40-0.8,0.1909,0.6954,0.8863,0.242860574838758,-0.192690333376816,0.336594323600677,0.00858210269930777,0.0203284056148944,0.0869,0.0264514862575436,0.000368029714239091,253,262,515
0.05-24-0.85,0.05,24,0.85,20,69,44,1,0.405144694533762,6.61578947368421,FALSE,0.05-24-0.85,0.1466,0.4619,0.6085,0.672702404716317,-0.186683419587025,0.0345921523649472,0.018665784112695,0.0373780007782059,0.0269,0.00836638594822093,0.000846627974276471,476,40,516
0.16-20-0.7,0.16,20,0.7,31,91,60,1,0.249466950959488,10.1645161290323,FALSE,0.16-20-0.7,0.1951,0.4437,0.6388,0.554571719233309,-0.192683855540107,0.0153925030947921,0.015792754080101,0.0357140927128862,0.0219,0.0127071104798322,0.000623217076763923,470,46,516
0.07-44-0.8,0.07,44,0.8,60,226,133,1,0.218280216476248,8.695197740113,FALSE,0.07-44-0.8,0.1958,0.7029,0.8987,0.231557581097137,-0.1926739323795,0.34776484683605,0.00820377086966054,0.018228760370547,0.1,0.0276536229926187,0.000316202811251682,190,327,517
0.2-20-0.8,0.2,20,0.8,22,73,49,1,0.331034482758621,7.18181818181818,FALSE,0.2-20-0.8,0.2145,0.3506,0.5651,0.7000340031615,-0.191509541585293,-0.0704044930053944,0.0165461828556729,0.0426349515363085,0.0219,0.0125514680261449,0.000623217076763923,488,30,518
0.2-56-0.85,0.2,56,0.85,49,222,132,1,0.269380925822644,9.99872448979592,FALSE,0.2-56-0.85,0.2017,0.6616,0.8633,0.238935253246748,-0.192491723156848,0.287269184535785,0.00923483555058677,0.0248174949584187,0.1256,0.245109150495321,0.00013654621166029,371,148,519
0.07-20-0.8,0.07,20,0.8,19,61,47,1,0.359447004608295,5.76900584795322,FALSE,0.07-20-0.8,0.1432,0.3432,0.4864,0.959495744168214,-0.185714055084773,-0.0762398382967225,0.0229651437118594,0.0729593660675119,0.0219,0.00972842056057589,0.000662991475878953,510,10,520
0.18-20-0.8,0.18,20,0.8,24,78,52,1,0.316770186335404,8.08695652173913,FALSE,0.18-20-0.8,0.2163,0.3431,0.5594,0.712666271151101,-0.191309083251513,-0.0763176093214446,0.0177540378145238,0.0442703051209965,0.0219,0.0125514680261449,0.000623217076763923,491,29,520
0.2-20-0.7,0.2,20,0.7,29,86,58,1,0.255760368663594,10.8866995073892,FALSE,0.2-20-0.7,0.1982,0.4207,0.6189,0.592203157474001,-0.192620965746349,-0.00779869595895132,0.0146548301370313,0.0352144206214004,0.0219,0.0127071104798322,0.000623217076763923,473,47,520
0.2-32-0.8,0.2,32,0.8,39,143,85,1,0.267100977198697,10.780701754386,FALSE,0.2-32-0.8,0.2073,0.6135,0.8208,0.265405753778219,-0.192159034913762,0.220076465748626,0.00908518164664833,0.0280945075395094,0.0539,0.0276536229926187,0.000284499001936455,426,95,521
0.2-16-0.7,0.2,16,0.7,25,71,51,1,0.257142857142857,9.48833333333333,FALSE,0.2-16-0.7,0.184,0.4331,0.6171,0.610223775459692,-0.19249939358645,0.00455241355086793,0.0170496384836102,0.035055017416229,0.0199,0.00972842056057589,0.000636856831064011,474,48,522
0.18-48-0.65,0.18,48,0.65,92,352,215,1,0.170464378425151,17.5561395126613,FALSE,0.18-48-0.65,0.1799,0.724,0.9039,0.254831051784084,-0.192263982460797,0.379617797024527,0.00697171164947287,0.017385386344466,0.1118,0.123879958040442,0.000178864468952335,162,360,522
0.12-48-0.65,0.12,48,0.65,92,350,215,1,0.168580060422961,17.3054228380315,FALSE,0.12-48-0.65,0.1711,0.7439,0.915,0.268033267571489,-0.191440356563494,0.410223058840297,0.00723626370343133,0.0163098314345126,0.1118,0.0988138312974561,0.000208702136538085,113,409,522
0.18-16-0.8,0.18,16,0.8,18,55,42,1,0.366279069767442,6.51633986928105,FALSE,0.18-16-0.8,0.1843,0.2356,0.4199,1.11675357802666,-0.192513006860975,-0.140964655382203,0.0322265090747621,0.083351108898326,0.0161,0.00972842056057589,0.000662991475878953,519,4,523
0.12-40-0.7,0.12,40,0.7,72,259,156,1,0.181537102473498,17.1140453834116,FALSE,0.12-40-0.7,0.1784,0.7109,0.8893,0.260999160955976,-0.192154621073754,0.359768258500664,0.00763985383879002,0.019721523678024,0.0872,0.0556721132650875,0.000284499001936455,239,284,523
0.06-20-0.8,0.06,20,0.8,19,62,48,1,0.371681415929204,5.76315789473684,FALSE,0.06-20-0.8,0.1386,0.342,0.4806,0.97963103480157,-0.184273693383958,-0.0771711650840562,0.0229363760321429,0.0680777508187912,0.0219,0.00972842056057589,0.000846627974276471,511,14,525
0.08-12-0.65,0.08,12,0.65,23,59,44,1,0.2882096069869,12.0573122529644,FALSE,0.08-12-0.65,0.1154,0.3928,0.5082,0.939470432611126,-0.174568321902048,-0.0342352075826238,0.0247159044162535,0.0567516691666829,0.0135,0.00429651972588583,0.00074711584923142,506,19,525
0.16-16-0.75,0.16,16,0.75,25,68,51,1,0.267857142857143,9.28166666666667,FALSE,0.16-16-0.75,0.1557,0.341,0.4967,0.919919199680628,-0.188894778383307,-0.077944054987193,0.0216470067095626,0.0584265570095998,0.0199,0.00972842056057589,0.000662991475878953,509,17,526
0.18-16-0.75,0.18,16,0.75,23,65,48,1,0.294117647058824,8.55138339920949,FALSE,0.18-16-0.75,0.1548,0.3675,0.5223,0.856259236205995,-0.188700294869146,-0.0564972817287004,0.0206994992021993,0.0545220705083087,0.0199,0.00972842056057589,0.000662991475878953,504,22,526
0.09-20-0.75,0.09,20,0.75,28,79,61,1,0.274238227146814,10.5542328042328,FALSE,0.09-20-0.75,0.1335,0.3928,0.5263,0.871517342821885,-0.18249805593494,-0.0342352075826238,0.0180341515915481,0.0469814614789147,0.0219,0.00972842056057589,0.000638995906568805,501,26,527
0.18-20-0.4,0.18,20,0.4,33,92,61,1,0.23030303030303,13.7092803030303,FALSE,0.18-20-0.4,0.1859,0.46,0.6459,0.55042369170911,-0.192577382873389,0.0325537726085754,0.0138675538310614,0.0317256846489211,0.0219,0.0127071104798322,0.000623217076763923,467,60,527
0.16-12-0.8,0.16,12,0.8,15,46,33,1,0.387755102040816,4.7,FALSE,0.16-12-0.8,0.0745,0.1658,0.2403,1.80137842965796,-0.145299509656032,-0.157456144163182,0.0492438895367222,0.0893463488853894,0.0135,0.00735584021313352,0.00074711584923142,527,1,528
0.12-20-0.75,0.12,20,0.75,30,88,59,1,0.254004576659039,10.4011494252874,FALSE,0.12-20-0.75,0.1776,0.4624,0.64,0.571272352107613,-0.192091144749425,0.0351298683881195,0.013958741970344,0.0318527031563954,0.0219,0.0127071104798322,0.000623217076763923,469,59,528
0.1-40-0.8,0.1,40,0.8,52,187,110,1,0.226331360946746,10.3050527903469,FALSE,0.1-40-0.8,0.1912,0.6895,0.8807,0.244736868931433,-0.192692911289687,0.327863647621193,0.00922827071466891,0.0207996205718112,0.0869,0.033728913054116,0.000316202811251682,285,243,528
0.18-12-0.8,0.18,12,0.8,16,47,34,1,0.401408450704225,6.38333333333333,FALSE,0.18-12-0.8,0.0841,0.1916,0.2757,1.66344868745218,-0.153829122109275,-0.154247111165946,0.0472530846597238,0.084682491756479,0.0135,0.00735584021313352,0.00074711584923142,526,3,529
0.09-16-0.8,0.09,16,0.8,15,48,35,1,0.401408450704225,5.50952380952381,FALSE,0.09-16-0.8,0.0587,0.0924,0.1511,2.17518534922357,-0.128476008329992,-0.14177213265113,0.0460682619457781,0.086000723660262,0.0161,0.00429651972588583,0.000846627974276471,528,2,530
0.12-16-0.8,0.12,16,0.8,17,52,37,1,0.375,4.88970588235294,FALSE,0.12-16-0.8,0.0933,0.2129,0.3062,1.54873263391525,-0.160971236978813,-0.148952258861472,0.0331127465635907,0.0807497664554156,0.0199,0.00735584021313352,0.000662991475878953,525,6,531
0.08-24-0.8,0.08,24,0.8,29,103,66,1,0.316981132075472,8.69827586206897,FALSE,0.08-24-0.8,0.1789,0.4829,0.6618,0.528451528058868,-0.192192471001737,0.0576351649620154,0.013257510204375,0.0313471558779357,0.0269,0.00972842056057589,0.000623217076763923,464,67,531
0.06-56-0.7,0.06,56,0.7,97,387,234,1,0.174644243208279,19.387779209622,FALSE,0.06-56-0.7,0.1717,0.7358,0.9075,0.267607708001866,-0.191510633734583,0.39770057993493,0.00673001002369248,0.0168614683429835,0.1292,0.0843108865801963,0.000284499001936455,150,381,531
0.16-20-0.4,0.16,20,0.4,34,94,62,1,0.225433526011561,12.8226381461676,FALSE,0.16-20-0.4,0.1873,0.4659,0.6532,0.534863317018254,-0.192622411312899,0.0389089863461402,0.0144867084883884,0.0313678884133881,0.0219,0.0127071104798322,0.000623217076763923,466,66,532
0.16-32-0.8,0.16,32,0.8,43,148,85,1,0.266666666666667,11.0442967884828,FALSE,0.16-32-0.8,0.2219,0.6075,0.8294,0.239064117922693,-0.190590194945903,0.21195356464651,0.00975704863703311,0.0268977395304146,0.0539,0.0285977388220833,0.000362295738952264,420,112,532
0.16-16-0.8,0.16,16,0.8,17,54,41,1,0.355932203389831,4.8125,FALSE,0.16-16-0.8,0.1686,0.2443,0.4129,1.14633691061527,-0.191124802947301,-0.137311365572922,0.0327038096653368,0.069699586199405,0.0161,0.00972842056057589,0.000662991475878953,521,12,533
0.06-24-0.8,0.06,24,0.8,23,82,57,1,0.372151898734177,7.65217391304348,FALSE,0.06-24-0.8,0.1566,0.4065,0.5631,0.757799262952219,-0.18908405955636,-0.0214930735252732,0.0161080707519335,0.0361504446708005,0.0269,0.00972842056057589,0.000638995906568805,489,44,533
0.09-20-0.5,0.09,20,0.5,31,84,66,1,0.25,13.3268817204301,FALSE,0.09-20-0.5,0.1414,0.3668,0.5082,0.906016661339329,-0.185168299988078,-0.0570890007683903,0.0186043274397881,0.0449991765045019,0.0219,0.00972842056057589,0.000638995906568805,507,27,534
0.1-24-0.8,0.1,24,0.8,28,100,65,1,0.328767123287671,7.80555555555556,FALSE,0.1-24-0.8,0.191,0.3884,0.5794,0.685337600511517,-0.192691245027997,-0.0382269813578433,0.0154287226596163,0.0349162964142182,0.0269,0.00972842056057589,0.000623217076763923,485,49,534
0.07-28-0.8,0.07,28,0.8,32,116,71,1,0.305084745762712,10.3800403225806,FALSE,0.07-28-0.8,0.1965,0.5419,0.7384,0.380138790018918,-0.192661506659937,0.12714278026921,0.0123740346605507,0.0294909764951295,0.0307,0.00972842056057589,0.000623217076763923,448,86,534
0.18-40-0.7,0.18,40,0.7,72,266,154,1,0.179277730008598,15.4035602503912,FALSE,0.18-40-0.7,0.1943,0.6962,0.8905,0.236269629041676,-0.192692120415998,0.337782007431911,0.00737534563372224,0.0191523539155284,0.0872,0.0843108865801963,0.000229383000044728,230,304,534
0.08-20-0.8,0.08,20,0.8,20,63,49,1,0.346153846153846,5.83947368421053,FALSE,0.08-20-0.8,0.143,0.3286,0.4716,0.998722368694098,-0.185654538182996,-0.0872814875890942,0.0244550036500154,0.0560022594422206,0.0219,0.00972842056057589,0.000638995906568805,515,20,535
0.09-24-0.8,0.09,24,0.8,26,96,60,1,0.34304932735426,7.66,FALSE,0.09-24-0.8,0.1918,0.4459,0.6377,0.560171177079012,-0.192696655718366,0.0176742689658661,0.0144559870716173,0.0315341880756643,0.0269,0.00972842056057589,0.000623217076763923,471,64,535
0.08-16-0.8,0.08,16,0.8,17,53,40,1,0.368715083798883,4.88235294117647,FALSE,0.08-16-0.8,0.0633,0.0824,0.1457,2.19677113567829,-0.13376826828461,-0.135867051290391,0.0454502369291089,0.0784951349549374,0.0161,0.00735584021313352,0.000846627974276471,529,7,536
0.2-12-0.75,0.2,12,0.75,19,51,39,1,0.315789473684211,8.2953216374269,FALSE,0.2-12-0.75,0.0823,0.2631,0.3454,1.43488022593921,-0.152317301624585,-0.128372601957359,0.0321547551296433,0.0693965893216698,0.0135,0.00735584021313352,0.000662991475878953,523,13,536
0.06-16-0.8,0.06,16,0.8,16,51,38,1,0.386503067484663,4.8,FALSE,0.06-16-0.8,0.0588,0.0688,0.1276,2.28250500964751,-0.128594792038167,-0.125852652747508,0.0450860758467417,0.0826787871029447,0.0161,0.00735584021313352,0.000846627974276471,532,5,537
0.08-24-0.7,0.08,24,0.7,38,120,74,1,0.256445047489824,14.5135135135135,FALSE,0.08-24-0.7,0.1795,0.6259,0.8054,0.318754074035293,-0.192236046650111,0.237049106960629,0.010439434984842,0.0277278083731102,0.0269,0.0127071104798322,0.000557892824734973,434,103,537
0.14-28-0.8,0.14,28,0.8,41,135,74,1,0.26860025220681,14.4036585365854,FALSE,0.14-28-0.8,0.231,0.5912,0.8222,0.235303562705429,-0.189122103216652,0.190187237454291,0.00946270835076296,0.0267287482835841,0.0384,0.0250553139768422,0.000380318688013639,424,113,537
