,FeatureRatio,TopTFs,AbsCor,Nodes,Interactions,PosInt,Connected,Transitivity,MeanDistance,DupStatus,SimIdx,ClusterA,ClusterB,Accuracy,KLdist,ClusterA2,ClusterB2,AvgDist,flexibility,maxSigval.Netact,maxSigval.MARINa,minSigval.RI,idxAccuracy,idxFlexibility,idxBoth
0.07-44-0.7,0.07,44,0.7,81,276,162,1,0.187823834196891,18.5200617283951,FALSE,0.07-44-0.7,0.1917,0.735,0.9267,0.235388777471872,-0.192696162149852,0.396468614254159,0.00692730982135952,0.0179629488557601,0.1008,0.0287463778034046,0.000316202811251682,46,333,379
0.1-28-0.85,0.1,28,0.85,26,95,50,1,0.328125,7.72923076923077,FALSE,0.1-28-0.85,0.2305,0.64,0.8705,0.196992699631698,-0.189212206498498,0.256646884965622,0.00955583513734959,0.0385982803456665,0.0307,0.0150266655378143,0.000529118752793779,344,36,380
0.18-28-0.75,0.18,28,0.75,51,164,94,1,0.220588235294118,13.7796078431373,FALSE,0.18-28-0.75,0.2368,0.6619,0.8987,0.176167768724572,-0.187998411575985,0.28769951365997,0.00796389166599802,0.0226994152757887,0.0384,0.0264514862575436,0.000362295738952264,189,191,380
0.05-44-0.55,0.05,44,0.55,82,265,160,1,0.173103769194974,25.0117434507678,FALSE,0.05-44-0.55,0.2042,0.7216,0.9258,0.216511240771941,-0.192362160140275,0.375963377790752,0.00696854788433153,0.0180930007281521,0.1008,0.0264514862575436,0.000411611379878998,50,330,380
0.07-44-0.6,0.07,44,0.6,85,283,168,1,0.183520599250936,20.5060224089636,FALSE,0.07-44-0.6,0.1913,0.7384,0.9297,0.236401393337355,-0.192693665954961,0.401710470575995,0.00684815709315937,0.0174496200700445,0.1008,0.0287463778034046,0.000316202811251682,26,356,382
0.1-48-0.75,0.1,48,0.75,83,318,187,1,0.18397212543554,16.2449309432853,FALSE,0.1-48-0.75,0.1905,0.7177,0.9082,0.237611454494802,-0.192686162662908,0.370041983063152,0.00736359052911606,0.0210317923092774,0.1118,0.0850422872908485,0.000229383000044728,148,235,383
0.2-60-0.85,0.2,60,0.85,53,242,143,1,0.256422924901186,10.0656748911466,FALSE,0.2-60-0.85,0.2045,0.6798,0.8843,0.223989945754717,-0.19234454833843,0.313619760449882,0.00862459251838602,0.0264969193554126,0.1481,0.309660518965291,0.000114077932150609,267,117,384
0.2-40-0.8,0.2,40,0.8,50,209,123,1,0.226168224299065,10.2228571428571,FALSE,0.2-40-0.8,0.2062,0.6817,0.8879,0.220137874026273,-0.192236454058185,0.316398961487804,0.00760799364446397,0.0250979630555744,0.0869,0.0572970059694907,0.000220801774389674,245,139,384
0.09-48-0.4,0.09,48,0.4,95,355,212,1,0.167927382753404,21.0101903695409,FALSE,0.09-48-0.4,0.2023,0.727,0.9293,0.219675106348161,-0.192463439627409,0.384197005848352,0.00680826240178451,0.0174002078983409,0.1118,0.0850422872908485,0.00024362600954037,28,358,386
0.1-40-0.2,0.1,40,0.2,76,246,149,1,0.186298669295219,21.0947368421053,FALSE,0.1-40-0.2,0.1925,0.7188,0.9113,0.234185126062102,-0.19269865236338,0.371709979262841,0.00810709463435839,0.0204497790523836,0.0872,0.033728913054116,0.000316202811251682,131,256,387
0.05-32-0,0.05,32,0,57,160,99,1,0.20844327176781,27.7387218045113,FALSE,0.05-32-0,0.197,0.714,0.911,0.227453648359954,-0.192651103907862,0.364443838233681,0.00933512804591116,0.0203838061580695,0.0539,0.0128130170774555,0.000636856831064011,133,258,391
0.07-52-0.4,0.07,52,0.4,99,377,225,1,0.174250535331906,21.5330859616574,FALSE,0.07-52-0.4,0.1741,0.7537,0.9278,0.263770842903262,-0.19177084833396,0.42549153106221,0.00617262779485068,0.0175525388993678,0.1257,0.0572970059694907,0.000275047944915013,39,353,392
0.16-60-0.85,0.16,60,0.85,52,234,136,1,0.265842349304482,10.9649321266968,FALSE,0.16-60-0.85,0.2089,0.6769,0.8858,0.217244899180479,-0.192036013863815,0.309388065373296,0.00811836945747331,0.0251581072594693,0.1481,0.309660518965291,0.000141929966227499,255,138,393
0.16-32-0.4,0.16,32,0.4,63,190,111,1,0.194187582562748,18.9511008704557,FALSE,0.16-32-0.4,0.2168,0.6877,0.9045,0.200417166104504,-0.191250736685777,0.32521008249551,0.00822577083979572,0.0210415047239375,0.0539,0.0285977388220833,0.000345691799774348,159,234,393
0.05-48-0.55,0.05,48,0.55,87,285,172,1,0.166939443535188,25.1607858861267,FALSE,0.05-48-0.55,0.1998,0.723,0.9228,0.222825129395292,-0.192569487318958,0.37809415397665,0.00705257550935334,0.0181528749842956,0.1118,0.0285977388220833,0.000368029714239091,66,328,394
0.07-48-0,0.07,48,0,92,301,181,1,0.171652954375467,23.4946249402771,FALSE,0.07-48-0,0.1866,0.7514,0.938,0.245657294558679,-0.192601210065141,0.421896608909064,0.00683305578404447,0.0168108806609955,0.1118,0.0399285227251932,0.000285466116040691,10,384,394
0.06-40-0.3,0.06,40,0.3,74,237,141,1,0.182154171066526,23.2223250647908,FALSE,0.06-40-0.3,0.1982,0.7243,0.9225,0.225200188486723,-0.192620965746349,0.380075159362777,0.00770858788678076,0.0181134380605619,0.0872,0.0264514862575436,0.000368029714239091,67,329,396
0.14-48-0.65,0.14,48,0.65,93,358,220,1,0.169745958429561,17.3017765310893,FALSE,0.14-48-0.65,0.1745,0.7369,0.9114,0.262596617138751,-0.191810988486348,0.399395952776283,0.00722909496021798,0.0201954286029172,0.1118,0.111941181489358,0.000208702136538085,130,267,397
0.1-48-0.7,0.1,48,0.7,86,327,194,1,0.177991382167716,17.2366621067031,FALSE,0.1-48-0.7,0.1965,0.7179,0.9144,0.227883952140289,-0.192661506659937,0.370345129774529,0.00716591945771796,0.0197079256304218,0.1118,0.0850422872908485,0.000229383000044728,115,285,400
0.07-36-0.7,0.07,36,0.7,63,203,113,1,0.192256341789052,18.7140296979007,FALSE,0.07-36-0.7,0.2114,0.7072,0.9186,0.206028127734759,-0.191819294987268,0.354205428777595,0.00781842443134924,0.0191308738505807,0.0676,0.0250553139768422,0.000368029714239091,94,306,400
0.16-24-0.75,0.16,24,0.75,41,126,72,1,0.262059973924381,14.2310975609756,FALSE,0.16-24-0.75,0.2259,0.6462,0.8721,0.201740353333107,-0.189989962502728,0.265363086404829,0.00971881923212289,0.0310908214535377,0.0251,0.0150266655378143,0.000529118752793779,331,71,402
0.1-36-0.7,0.1,36,0.7,63,208,118,1,0.198542805100182,17.0327700972862,FALSE,0.1-36-0.7,0.206,0.6994,0.9054,0.21522779470731,-0.192249900725106,0.342541924980419,0.00791359521446579,0.0207460150753718,0.0676,0.0276536229926187,0.000341434044150293,157,245,402
0.08-48-0.8,0.08,48,0.8,67,269,157,1,0.201758241758242,12.3165988240615,FALSE,0.08-48-0.8,0.1942,0.7096,0.9038,0.232766133875862,-0.192692922202413,0.35781155119935,0.00785843522683827,0.0208757160492511,0.1118,0.0572970059694907,0.000284499001936455,164,239,403
0.06-48-0.7,0.06,48,0.7,84,290,173,1,0.179928028788485,17.6200516351119,FALSE,0.06-48-0.7,0.1876,0.7382,0.9258,0.241681018996398,-0.192630696136179,0.401401692011112,0.00695242462419728,0.0175679723381149,0.1118,0.033728913054116,0.000316202811251682,51,352,403
0.1-28-0.65,0.1,28,0.65,54,165,92,1,0.226759339704605,18.9182389937107,FALSE,0.1-28-0.65,0.227,0.6713,0.8983,0.188608692442355,-0.18981242792268,0.301251723600402,0.00795589860466398,0.0219390316079373,0.0384,0.0195625049071276,0.000411611379878998,191,213,404
0.09-48-0.75,0.09,48,0.75,81,317,186,1,0.185794261721484,16.1865740740741,FALSE,0.09-48-0.75,0.2061,0.7113,0.9174,0.213621766026549,-0.192243201651714,0.360370800754709,0.00719720767238536,0.0191104977128523,0.1118,0.0850422872908485,0.000284499001936455,98,307,405
0.07-52-0.85,0.07,52,0.85,45,198,110,1,0.275771503611293,10.8424242424242,FALSE,0.07-52-0.85,0.2222,0.697,0.9192,0.191145473151883,-0.190547662628416,0.338970610539417,0.00724547056501331,0.0186804580972121,0.1256,0.0572970059694907,0.000316202811251682,90,315,405
0.09-48-0.2,0.09,48,0.2,96,356,213,1,0.16636690647482,21.9584429824561,FALSE,0.09-48-0.2,0.2014,0.7259,0.9273,0.220771317645331,-0.192505195941806,0.382516522490626,0.00695252329164869,0.0171918467251128,0.1118,0.0850422872908485,0.00024362600954037,42,364,406
0.06-28-0.4,0.06,28,0.4,52,158,95,1,0.2296918767507,23.2115384615385,FALSE,0.06-28-0.4,0.2129,0.6687,0.8816,0.213657910875618,-0.191675049925364,0.297489992467945,0.00919675559119578,0.0259222198624511,0.0384,0.0127071104798322,0.000557892824734973,280,127,407
0.12-44-0.8,0.12,44,0.8,60,252,147,1,0.215837759536456,8.55084745762712,FALSE,0.12-44-0.8,0.209,0.6951,0.9041,0.211258276389845,-0.192027917177285,0.336149179380648,0.00753061809861358,0.0207445005343632,0.1,0.0572970059694907,0.000284499001936455,161,246,407
0.1-36-0.75,0.1,36,0.75,62,205,116,1,0.203551046290425,16.0875198307774,FALSE,0.1-36-0.75,0.2064,0.6918,0.8982,0.216383662770949,-0.192222813404813,0.331261150816848,0.00785454808010974,0.021899610550687,0.0676,0.0276536229926187,0.000341434044150293,193,217,410
0.2-44-0.7,0.2,44,0.7,80,313,188,1,0.182814104758644,15.4599683544304,FALSE,0.2-44-0.7,0.1876,0.7252,0.9128,0.241570809481079,-0.192630696136179,0.381447991719235,0.00705834551591876,0.0195111459501116,0.1008,0.0988138312974561,0.000182257366699575,123,287,410
0.06-44-0.3,0.06,44,0.3,87,289,175,1,0.180119284294235,22.4375835338145,FALSE,0.06-44-0.3,0.1795,0.7412,0.9207,0.254246424434309,-0.192236046650111,0.40603905179502,0.00722709833932131,0.0179384108108872,0.1008,0.0287463778034046,0.000341434044150293,77,334,411
0.18-24-0,0.18,24,0,49,141,82,1,0.228013029315961,19.6122448979592,FALSE,0.18-24-0,0.2231,0.6509,0.874,0.20419674469308,-0.190417637615209,0.272010200031,0.0093873959945266,0.0282970802405267,0.0269,0.0195625049071276,0.000529118752793779,319,93,412
0.2-28-0.7,0.2,28,0.7,50,163,94,1,0.215179316096747,14.1391836734694,FALSE,0.2-28-0.7,0.2371,0.6665,0.9036,0.174366840215158,-0.187936395285715,0.294314883562383,0.00754866351922736,0.020633360270138,0.0384,0.0264514862575436,0.000341434044150293,165,250,415
0.09-28-0.8,0.09,28,0.8,39,130,71,1,0.27877947295423,14.4547908232119,FALSE,0.09-28-0.8,0.2298,0.6435,0.8733,0.196210704570776,-0.18933652843803,0.261559975531943,0.00841845123170468,0.0280846032516394,0.0384,0.0195625049071276,0.000529118752793779,320,96,416
0.05-32-0.65,0.05,32,0.65,53,156,96,1,0.224431818181818,23.8642960812772,FALSE,0.05-32-0.65,0.1973,0.6975,0.8948,0.230454425211257,-0.192644252912926,0.33971395383266,0.00985985367603943,0.02209811167012,0.0539,0.0127071104798322,0.000636856831064011,208,208,416
0.05-36-0,0.05,36,0,67,196,113,1,0.178807947019868,27.1284486657621,FALSE,0.05-36-0,0.1964,0.7091,0.9055,0.22916335160934,-0.192663434642052,0.357059605390119,0.00741825041373856,0.0203511763434246,0.0676,0.0191379338697175,0.00053724075158986,156,260,416
0.18-40-0.8,0.18,40,0.8,51,214,126,1,0.223692122669874,11.1427450980392,FALSE,0.18-40-0.8,0.1988,0.6815,0.8803,0.233837160819251,-0.192603169383121,0.316106164377137,0.0078357777490428,0.0257932752468677,0.0869,0.0572970059694907,0.000284499001936455,289,128,417
0.09-40-0.75,0.09,40,0.75,66,224,130,1,0.204313280363224,16.1191142191142,FALSE,0.09-40-0.75,0.1984,0.7148,0.9132,0.225149835649501,-0.192615235170532,0.365652626680655,0.00775309780745103,0.0193252649365778,0.0872,0.033728913054116,0.000316202811251682,119,299,418
0.09-40-0.7,0.09,40,0.7,70,235,138,1,0.194210526315789,19.0267080745342,FALSE,0.09-40-0.7,0.2013,0.7189,0.9202,0.22055210611721,-0.192509587598103,0.371861698792188,0.00752459192902491,0.0178388803595167,0.0872,0.033728913054116,0.000316202811251682,81,338,419
0.07-48-0.6,0.07,48,0.6,91,300,180,1,0.17366628830874,22.5230769230769,FALSE,0.07-48-0.6,0.1712,0.7551,0.9263,0.26842091285923,-0.191452215339825,0.427683182299129,0.00703792539275918,0.0171099212645424,0.1118,0.0399285227251932,0.000285466116040691,48,371,419
0.07-60-0.85,0.07,60,0.85,53,229,135,1,0.253205128205128,11.9967343976778,FALSE,0.07-60-0.85,0.1926,0.699,0.8916,0.238416728489448,-0.192698729589883,0.341946133223575,0.00881241173592919,0.0224612876371311,0.1481,0.111941181489358,0.000220801774389674,224,196,420
0.16-52-0.85,0.16,52,0.85,44,194,112,1,0.281947261663286,9.92019027484144,FALSE,0.16-52-0.85,0.1832,0.6814,0.8646,0.26499216008843,-0.192460698044884,0.315959787830999,0.00895041221134827,0.0329857438126636,0.1256,0.15657789705884,0.000182257366699575,366,55,421
0.2-40-0.7,0.2,40,0.7,71,263,153,1,0.182016586643387,15.39476861167,FALSE,0.2-40-0.7,0.1957,0.7108,0.9065,0.230029278334263,-0.192675503400494,0.359617658098898,0.00714017900398492,0.0201494556468722,0.0872,0.0843108865801963,0.000208702136538085,152,270,422
0.07-56-0.6,0.07,56,0.6,104,400,239,1,0.17022344966106,21.4103808812547,FALSE,0.07-56-0.6,0.1709,0.7458,0.9167,0.268339441484571,-0.191416463640584,0.413173236655911,0.00656441936906162,0.0184709346869294,0.1357,0.0850422872908485,0.000229383000044728,103,319,422
0.14-24-0.7,0.14,24,0.7,45,135,77,1,0.240825688073394,15.3217171717172,FALSE,0.14-24-0.7,0.2244,0.6451,0.8695,0.205151208861498,-0.190223417827677,0.263812306380899,0.0100410864523449,0.0310032413718228,0.0251,0.0195625049071276,0.000529118752793779,351,72,423
0.16-40-0.8,0.16,40,0.8,55,223,130,1,0.21875,10.3750841750842,FALSE,0.16-40-0.8,0.1981,0.6945,0.8926,0.229986880467626,-0.192623755365846,0.335259279429828,0.0076159412845381,0.0223159711233296,0.0869,0.0572970059694907,0.000284499001936455,221,202,423
0.18-60-0.85,0.18,60,0.85,52,239,139,1,0.261392088132198,10.038838612368,FALSE,0.18-60-0.85,0.2039,0.6746,0.8785,0.227468186737719,-0.192379331197594,0.306040725220403,0.00838930044117152,0.0257914301013699,0.1481,0.309660518965291,0.000141929966227499,295,129,424
0.07-56-0,0.07,56,0,106,404,241,1,0.167077378018728,22.3968553459119,FALSE,0.07-56-0,0.1736,0.7428,0.9164,0.263848870620868,-0.191719380533833,0.408517278404351,0.00646457486335192,0.0184071100281873,0.1357,0.0850422872908485,0.000229383000044728,104,320,424
0.05-56-0.55,0.05,56,0.55,102,358,220,1,0.167904054825814,23.5650359153562,FALSE,0.05-56-0.55,0.1659,0.7553,0.9212,0.276944133692287,-0.190742349907188,0.427996487337791,0.00644791306416144,0.0176090823830756,0.1292,0.0417359333423802,0.000316202811251682,74,350,424
0.08-44-0.5,0.08,44,0.5,87,292,172,1,0.179034157832744,21.2658380112269,FALSE,0.08-44-0.5,0.1917,0.7404,0.9321,0.236196207897726,-0.192696162149852,0.404801233222104,0.00671780451539623,0.0163548140098338,0.1008,0.0399285227251932,0.000285466116040691,19,408,427
0.2-24-0.75,0.2,24,0.75,39,122,71,1,0.264352469959947,15.1788124156545,FALSE,0.2-24-0.75,0.2315,0.6409,0.8724,0.194648686264395,-0.189030917682879,0.257908427163682,0.00927419388688797,0.0279502452845043,0.0251,0.0150266655378143,0.000380318688013639,328,100,428
0.05-44-0,0.05,44,0,83,266,160,1,0.17032967032967,25.9729650308551,FALSE,0.05-44-0,0.2006,0.7193,0.9199,0.221585224469199,-0.192538936848967,0.372468715991637,0.00701981521011837,0.0176590471814132,0.1008,0.0264514862575436,0.000411611379878998,83,348,431
0.14-40-0.75,0.14,40,0.75,70,261,151,1,0.18531781557744,13.3540372670807,FALSE,0.14-40-0.75,0.2039,0.6964,0.9003,0.219371344590495,-0.192379331197594,0.338079072067894,0.0072011734451237,0.0205409679256698,0.0872,0.0572970059694907,0.000284499001936455,178,254,432
0.07-48-0.65,0.07,48,0.65,90,298,178,1,0.175519630484988,22.516354556804,FALSE,0.07-48-0.65,0.1792,0.7457,0.9249,0.255017970998498,-0.192214509942113,0.413017843355506,0.00681618840161096,0.0170093158433251,0.1118,0.0399285227251932,0.000285466116040691,56,376,432
0.06-40-0.55,0.06,40,0.55,72,234,138,1,0.18578352180937,21.2826682316119,FALSE,0.06-40-0.55,0.1924,0.7285,0.9209,0.233934403291084,-0.192698523188822,0.386491255828878,0.00769360481417344,0.0173882755669174,0.0872,0.0264514862575436,0.000368029714239091,75,359,434
0.07-52-0.75,0.07,52,0.75,87,349,203,1,0.189975990396158,15.5956963378776,FALSE,0.07-52-0.75,0.1788,0.7482,0.927,0.255909223119707,-0.1921850129356,0.41690669426336,0.00632248543693994,0.0166937715927425,0.1257,0.0572970059694907,0.000284499001936455,44,390,434
0.08-40-0.5,0.08,40,0.5,77,252,148,1,0.183526011560694,20.154989747095,FALSE,0.08-40-0.5,0.1888,0.7386,0.9274,0.239978006728324,-0.192659045633265,0.402019303312059,0.00697642494796252,0.0166030871302372,0.0872,0.0285977388220833,0.000316202811251682,41,393,434
0.08-44-0.7,0.08,44,0.7,80,272,156,1,0.187340696686491,21.0912974683544,FALSE,0.08-44-0.7,0.195,0.7383,0.9333,0.231347046047951,-0.192685068321201,0.401556074521239,0.00661013921035,0.0160953911303177,0.1008,0.0399285227251932,0.000285466116040691,16,418,434
0.18-40-0.65,0.18,40,0.65,79,281,164,1,0.16877971473851,17.440441415125,FALSE,0.18-40-0.65,0.2028,0.7101,0.9129,0.218718413003645,-0.192438510426563,0.358563849319771,0.00700846927099125,0.0188320446690215,0.0872,0.0843108865801963,0.000229383000044728,121,314,435
0.14-40-0.7,0.14,40,0.7,74,273,160,1,0.176617954070981,16.0979266938171,FALSE,0.14-40-0.7,0.2065,0.6967,0.9032,0.214980146334184,-0.192215920391963,0.338524776713442,0.00722411907215914,0.0201947839348343,0.0872,0.0572970059694907,0.000284499001936455,169,268,437
0.05-44-0.6,0.05,44,0.6,81,264,159,1,0.174320524835989,24.041975308642,FALSE,0.05-44-0.6,0.1927,0.7266,0.9193,0.233456686126112,-0.192698754895304,0.383585728286229,0.00737914211280947,0.0176458191070793,0.1008,0.0264514862575436,0.000411611379878998,88,349,437
0.12-48-0.8,0.12,48,0.8,64,271,164,1,0.209753992231334,9.51364087301587,FALSE,0.12-48-0.8,0.1846,0.7066,0.8912,0.250678137973959,-0.192526131801046,0.353305169718857,0.0082056389488629,0.0219261847722391,0.1118,0.0988138312974561,0.000220801774389674,225,214,439
0.05-40-0.55,0.05,40,0.55,74,232,138,1,0.178590933915893,25.5092558311736,FALSE,0.05-40-0.55,0.2036,0.7084,0.912,0.217652562394458,-0.192396060861914,0.356007473613057,0.00750789727912743,0.0189554812492572,0.0872,0.0232355221300251,0.000529118752793779,126,313,439
0.16-44-0.8,0.16,44,0.8,60,255,154,1,0.22329627839536,10.4186440677966,FALSE,0.16-44-0.8,0.1803,0.7045,0.8848,0.259639180827002,-0.192291028887761,0.350158278028008,0.00799916092312198,0.0234992003087864,0.1,0.091401801433132,0.000220801774389674,264,178,442
0.06-48-0.55,0.06,48,0.55,89,298,180,1,0.174045801526718,20.5726506639428,FALSE,0.06-48-0.55,0.1845,0.7419,0.9264,0.246647377135223,-0.192521811031365,0.407122851389146,0.00694740561678722,0.0165238632992938,0.1118,0.033728913054116,0.000316202811251682,47,396,443
0.12-40-0,0.12,40,0,79,272,168,1,0.169650122050448,20.8377150275884,FALSE,0.12-40-0,0.1889,0.7087,0.8976,0.242200195858697,-0.192661063140923,0.356458302573719,0.00768614142786849,0.020669913799167,0.0872,0.0556721132650875,0.000275047944915013,195,249,444
0.05-52-0.7,0.05,52,0.7,89,327,198,1,0.183981233243968,19.5414964249234,FALSE,0.05-52-0.7,0.1736,0.748,0.9216,0.263965439032121,-0.191719380533833,0.416595278415899,0.00673397957276557,0.0170901720805412,0.1257,0.0333049832035129,0.000341434044150293,73,372,445
0.07-40-0.8,0.07,40,0.8,55,199,116,1,0.21627408993576,9.58518518518519,FALSE,0.07-40-0.8,0.1856,0.7017,0.8873,0.250496462718896,-0.192566364911645,0.345972163088544,0.00901719636613278,0.0223841633487041,0.0869,0.0264514862575436,0.000362295738952264,249,197,446
0.12-36-0.8,0.12,36,0.8,48,171,96,1,0.23717409587889,9.43040780141844,FALSE,0.12-36-0.8,0.2053,0.6826,0.8879,0.221397207266345,-0.19229543369361,0.3177172743633,0.00838167033015315,0.0223124865674815,0.0676,0.0276536229926187,0.000316202811251682,244,203,447
0.05-32-0.6,0.05,32,0.6,55,158,98,1,0.21565059144677,25.7946127946128,FALSE,0.05-32-0.6,0.1934,0.6892,0.8826,0.240659946973307,-0.192697480502728,0.327421060111753,0.0100712894580691,0.0236246386175539,0.0539,0.0127071104798322,0.000636856831064011,275,175,450
0.08-44-0.8,0.08,44,0.8,61,225,132,1,0.213793103448276,11.3601092896175,FALSE,0.08-44-0.8,0.193,0.7077,0.9007,0.235234348049724,-0.192698519554374,0.354956033535712,0.00838994647990543,0.0200002753100254,0.1,0.0399285227251932,0.000285466116040691,175,275,450
0.1-36-0.8,0.1,36,0.8,49,174,101,1,0.23134328358209,10.2627551020408,FALSE,0.1-36-0.8,0.2004,0.6754,0.8758,0.23372286809168,-0.192546874067214,0.307204129391403,0.00921905291038011,0.0250880196246049,0.0676,0.0276536229926187,0.000362295738952264,312,141,453
0.05-56-0.65,0.05,56,0.65,98,353,215,1,0.173848439821694,20.6348621922996,FALSE,0.05-56-0.65,0.169,0.7477,0.9167,0.271533154932153,-0.191177768453648,0.416128254916557,0.00648740712042651,0.0175690429430878,0.1292,0.0417359333423802,0.000316202811251682,102,351,453
0.16-36-0.8,0.16,36,0.8,49,186,109,1,0.232142857142857,10.328656462585,FALSE,0.16-36-0.8,0.2437,0.5803,0.824,0.219481208722009,-0.186476840389898,0.175881846046725,0.00930141512134196,0.0422352047086198,0.0676,0.0556721132650875,0.000316202811251682,422,32,454
0.18-48-0.85,0.18,48,0.85,40,170,99,1,0.266490765171504,9.87948717948718,FALSE,0.18-48-0.85,0.2183,0.6231,0.8414,0.232946119006409,-0.191068788764409,0.233194926355212,0.0091234058207634,0.0366459673255336,0.1118,0.111941181489358,0.000182257366699575,412,43,455
0.16-36-0.85,0.16,36,0.85,28,105,57,1,0.315286624203822,10.1428571428571,FALSE,0.16-36-0.85,0.223,0.6308,0.8538,0.217390549366788,-0.190432264399123,0.243824030140384,0.00948026055061658,0.0325066721289932,0.0676,0.0556721132650875,0.000316202811251682,399,56,455
0.1-32-0.8,0.1,32,0.8,44,146,83,1,0.250549450549451,14.5179704016913,FALSE,0.1-32-0.8,0.218,0.6453,0.8633,0.217145913657018,-0.191106005176423,0.264094126965629,0.0094194860983313,0.0296045628506351,0.0539,0.0250553139768422,0.000368029714239091,370,85,455
0.2-48-0.85,0.2,48,0.85,41,175,104,1,0.260759493670886,9.90609756097561,FALSE,0.2-48-0.85,0.2051,0.6255,0.8306,0.25916340843863,-0.192308005085542,0.236497741525676,0.00968232297380779,0.0383172866513681,0.1118,0.111941181489358,0.000172552340771301,418,38,456
0.12-40-0.75,0.12,40,0.75,69,251,150,1,0.188555347091932,15.1771099744246,FALSE,0.12-40-0.75,0.1801,0.7097,0.8898,0.258149224834466,-0.192277616723719,0.357961982646482,0.00780361540585475,0.0215661543175729,0.0872,0.0556721132650875,0.000284499001936455,235,221,456
0.05-44-0.85,0.05,44,0.85,42,147,77,1,0.253333333333333,14.3269454123113,FALSE,0.05-44-0.85,0.2227,0.6472,0.8699,0.20705831359118,-0.190475875612071,0.266774511395058,0.00772268207265189,0.0270137508844986,0.0955,0.0150266655378143,0.000529118752793779,348,110,458
0.06-28-0.85,0.06,28,0.85,23,81,44,1,0.359413202933985,6.77865612648221,FALSE,0.06-28-0.85,0.2166,0.5987,0.8153,0.259233982065425,-0.191274213837576,0.200147337416686,0.0124562349677754,0.0419495174572405,0.0307,0.00836638594822093,0.000623217076763923,427,33,460
0.07-36-0.8,0.07,36,0.8,50,172,97,1,0.223433242506812,12.9028571428571,FALSE,0.07-36-0.8,0.205,0.6669,0.8719,0.229342407893659,-0.192314217658329,0.294891636656795,0.00923418594959204,0.0260995015176327,0.0676,0.0250553139768422,0.000368029714239091,335,125,460
0.06-44-0.55,0.06,44,0.55,85,286,172,1,0.183178325919935,20.4939775910364,FALSE,0.06-44-0.55,0.1877,0.7391,0.9268,0.241631531793352,-0.192633351096209,0.402791622054895,0.00695960328253652,0.0161794476789124,0.1008,0.0287463778034046,0.000341434044150293,45,415,460
0.06-28-0.65,0.06,28,0.65,50,156,93,1,0.235181644359465,21.2538775510204,FALSE,0.06-28-0.65,0.2083,0.6708,0.8791,0.221090210370424,-0.19208358791409,0.300527530496344,0.00904992073423405,0.0238728961422637,0.0384,0.0127071104798322,0.000557892824734973,293,168,461
0.2-24-0.8,0.2,24,0.8,30,104,62,1,0.313513513513514,10.3563218390805,FALSE,0.2-24-0.8,0.2346,0.5997,0.8343,0.219659887975417,-0.188441553320727,0.201482475314245,0.00970058770205902,0.0358078794603272,0.0251,0.0150266655378143,0.000380318688013639,417,45,462
0.2-36-0.8,0.2,36,0.8,45,179,107,1,0.235929067077872,10.1414141414141,FALSE,0.2-36-0.8,0.2047,0.6088,0.8135,0.275985456381399,-0.1923325625985,0.213708517785508,0.00871333530049933,0.0401290076289072,0.0676,0.0556721132650875,0.000284499001936455,428,35,463
0.18-24-0.8,0.18,24,0.8,31,107,64,1,0.309982486865149,10.3827956989247,FALSE,0.18-24-0.8,0.2282,0.579,0.8072,0.254192094030474,-0.189612675406763,0.174189289148298,0.00995036246255927,0.0424631846821119,0.0251,0.0150266655378143,0.000529118752793779,433,31,464
0.07-56-0.4,0.07,56,0.4,105,403,240,1,0.168489065606362,21.4299450549451,FALSE,0.07-56-0.4,0.1769,0.7432,0.9201,0.25845641303942,-0.192032647430479,0.40913737384997,0.00636739569159174,0.0168593931958498,0.1357,0.0850422872908485,0.000229383000044728,82,382,464
0.06-48-0.75,0.06,48,0.75,79,276,165,1,0.189153439153439,14.6741317753976,FALSE,0.06-48-0.75,0.183,0.7378,0.9208,0.248626300390024,-0.192450478902466,0.400784297453606,0.00710661678910419,0.0167444010154057,0.1118,0.033728913054116,0.000316202811251682,76,388,464
0.06-52-0.7,0.06,52,0.7,91,346,211,1,0.179856115107914,17.6112332112332,FALSE,0.06-52-0.7,0.178,0.7424,0.9204,0.256671053636451,-0.19212333235017,0.407897398359927,0.00663315862554467,0.016787380296714,0.1257,0.0556721132650875,0.000286842271153168,79,386,465
0.05-36-0.6,0.05,36,0.6,65,194,112,1,0.184300341296928,25.2197115384615,FALSE,0.05-36-0.6,0.1947,0.6964,0.8911,0.23547244704828,-0.192688398866888,0.338079072067894,0.00788260558703664,0.0208246570120117,0.0676,0.0191379338697175,0.00053724075158986,226,241,467
0.05-44-0.7,0.05,44,0.7,76,257,152,1,0.184869739478958,20.1668421052632,FALSE,0.05-44-0.7,0.1989,0.72,0.9189,0.224113208861367,-0.192600027118415,0.373531531258921,0.00707759526885476,0.0170362277039136,0.1008,0.0264514862575436,0.000411611379878998,92,375,467
0.09-40-0.8,0.09,40,0.8,50,182,105,1,0.23463687150838,9.35428571428571,FALSE,0.09-40-0.8,0.1954,0.694,0.8894,0.235039391929566,-0.192679909767218,0.334518092086838,0.0089593106815898,0.0211551521617152,0.0869,0.033728913054116,0.000316202811251682,238,231,469
